delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof,delivery_duration_hours
dl00222,o01010,d121,v045,h06,18/05/2024 21:01,50:57.9,ontime,9.72,0,FALSE,5,8.53,0,2.83
dl00223,o00740,d155,v085,h08,22/05/2024 15:11,28:55.8,delayed,12.99,0,FALSE,3.19,12.3,0,5.3
dl00224,o00960,d034,v040,h07,20/01/2025 03:14,27:00.0,ontime,11.88,0,FALSE,3.79,14.2,0,0.22
dl00225,o00056,d150,v044,h05,05/10/2025 20:44,53:02.1,ontime,6.21,2,FALSE,3.98,14.94,0,4.15
dl00226,o00823,d119,v030,h06,05/02/2025 21:33,56:16.0,delayed,9.28,0,FALSE,2.17,10.29,0,12.39
dl00227,o01138,d083,v114,h04,08/02/2024 18:51,38:04.0,ontime,16.490000000000002,2,FALSE,4.65,13.68,0,1.78
dl00228,o01094,d052,v085,h04,22/08/2024 11:22,34:21.0,ontime,6.68,2,FALSE,4.05,11.59,0,-0.79
dl00229,o00518,d050,v036,h02,11/12/2025 02:26,40:02.5,ontime,14.89,0,FALSE,3.97,13.89,0,11.23
dl00230,o00303,d055,v037,h06,22/07/2025 05:41,56:58.4,failed,14.85,1,FALSE,2.34,13.21,0,19.27
dl00231,o00670,d014,v046,h05,27/03/2024 23:40,54:39.5,ontime,13.07,0,FALSE,4.72,3.86,0,3.24
dl00232,o00397,d050,v101,h06,18/06/2025 19:47,18:18.2,ontime,29.8,1,FALSE,3.71,14.58,0,13.52
dl00233,o01173,d094,v020,h04,08/02/2024 11:24,48:05.1,ontime,5.36,0,FALSE,4.5,11.41,0,6.4
dl00234,o00340,d056,v028,h01,10/02/2025 03:37,18:46.0,ontime,13.52,1,FALSE,2.88,6.77,0,2.7
dl00235,o00507,d022,v109,h05,13/12/2025 06:42,05:08.1,failed,18.87,0,FALSE,3.68,19.15,0,20.39
dl00236,o00013,d163,v009,h07,29/03/2024 22:48,39:02.4,ontime,20.12,2,FALSE,3.74,17.02,0,21.85
dl00237,o00082,d135,v099,h06,30/07/2024 05:49,01:15.8,ontime,12.83,1,FALSE,3.62,20.26,0,9.2
dl00238,o00979,d146,v077,h04,08/01/2025 05:27,41:00.5,ontime,14.2,2,FALSE,4.02,13.01,0,10.23
dl00239,o00052,d019,v010,h06,14/08/2024 09:02,09:18.0,delayed,13.6,1,FALSE,3.72,16,0,16.12
dl00240,o01169,d131,v070,h06,06/11/2025 15:56,10:49.3,failed,38.25,1,FALSE,3.34,21.21,0,10.25
dl00241,o00187,d155,v084,h07,30/12/2024 18:28,43:09.8,ontime,10.78,0,FALSE,5,15.96,0,10.25
dl00242,o00119,d137,v108,h07,25/05/2024 22:51,01:37.8,delayed,4.26,2,FALSE,1.93,17.11,0,9.18
dl00243,o00544,d099,v079,h04,14/06/2024 20:33,11:53.7,ontime,14.39,1,FALSE,4.52,10.27,0,23.65
dl00244,o00610,d024,v077,h03,21/07/2024 19:36,48:27.4,ontime,6.55,0,FALSE,4.87,10.1,0,22.21
dl00245,o01206,d047,v061,h01,16/11/2024 00:30,42:19.8,ontime,16.57,1,FALSE,4.28,17.58,0,3.21
dl00246,o00603,d016,v061,h05,25/02/2024 01:31,51:52.8,ontime,20.51,0,FALSE,4.05,12.98,0,20.35
dl00248,o00799,d099,v047,h02,22/08/2025 18:02,33:16.7,ontime,7.06,1,FALSE,5,13.65,0,23.52
dl00249,o00770,d139,v107,h06,20/07/2024 09:45,43:30.4,delayed,15.28,0,TRUE,3.02,15.91,1,7.98
dl00250,o00977,d092,v067,h03,27/08/2024 17:43,38:27.8,ontime,6.39,0,FALSE,4.03,7.45,0,1.92
dl00251,o00122,d005,v030,h06,10/02/2024 16:00,46:03.6,failed,14.27,0,FALSE,3.89,16.33,0,14.77
dl00252,o00713,d109,v001,h05,10/07/2024 01:06,10:04.5,ontime,11.34,0,FALSE,4.06,10.82,0,4.07
dl00253,o00325,d126,v033,h08,30/09/2024 05:43,09:22.6,ontime,5.12,1,FALSE,4.24,9.16,0,1.44
dl00254,o00933,d053,v084,h05,29/12/2024 13:26,18:06.9,ontime,11.34,1,FALSE,4.09,12.33,0,4.87
dl00255,o00908,d154,v032,h06,02/07/2025 02:14,52:13.9,delayed,28.05,3,FALSE,3.35,18.76,0,10.64
dl00256,o00389,d105,v088,h01,22/01/2025 12:35,44:37.4,delayed,8.17,1,FALSE,3.16,14.91,0,7.16
dl00257,o00103,d034,v038,h02,26/01/2024 14:25,53:16.8,delayed,15.88,1,FALSE,3.54,14.05,0,22.47
dl00258,o01230,d003,v093,h02,26/05/2024 21:11,52:09.7,delayed,15.09,2,FALSE,3.74,8.22,0,6.69
dl00259,o00266,d120,v096,h06,04/10/2024 19:45,21:38.3,delayed,16.86,1,FALSE,1,19.95,0,5.61
dl00260,o00152,d001,v114,h04,03/09/2024 19:25,41:43.9,ontime,21.6,0,FALSE,3.32,17.16,0,21.28
dl00261,o00445,d051,v079,h02,19/04/2025 01:20,53:50.9,failed,10.73,1,TRUE,3.18,9.58,1,10.56
dl00262,o00762,d134,v038,h08,09/04/2025 22:31,27:49.9,ontime,5.51,0,FALSE,4.14,10.11,0,0.95
dl00263,o01006,d048,v098,h01,29/12/2025 14:58,56:17.2,delayed,15.66,1,FALSE,2.55,9.31,0,13.97
dl00264,o00802,d073,v067,h08,14/02/2024 07:30,17:05.7,ontime,11.61,0,FALSE,4.33,11.38,0,24.78
dl00265,o00253,d119,v054,h03,28/06/2024 11:02,40:12.1,ontime,14.43,0,FALSE,4.54,15.01,0,2.64
dl00267,o00665,d090,v015,h08,17/02/2024 14:27,12:15.5,ontime,7.98,1,FALSE,4.96,8.83,0,1.75
dl00269,o00131,d085,v052,h06,29/06/2024 23:38,09:10.3,delayed,16.05,1,FALSE,1.96,13.91,0,34.52
dl00270,o00764,d104,v023,h08,14/07/2024 11:50,05:57.4,failed,5.37,1,FALSE,4.29,12.93,0,14.27
dl00271,o00193,d036,v017,h06,22/01/2024 16:51,31:56.6,delayed,9.24,2,FALSE,4.25,2.78,0,8.68
dl00272,o00494,d132,v028,h05,02/09/2025 15:53,52:14.9,ontime,21.67,1,FALSE,4.27,20.58,0,-0.01
dl00273,o00492,d071,v049,h01,16/10/2025 03:34,45:29.9,ontime,9.75,0,FALSE,2.95,14.1,0,3.19
dl00274,o01198,d080,v080,h02,13/01/2025 05:25,53:29.2,ontime,9.06,0,FALSE,4.14,6.22,0,1.47
dl00275,o00697,d002,v012,h07,09/02/2025 18:46,36:15.0,ontime,1.96,0,FALSE,4.25,8.32,0,4.84
dl00276,o00531,d119,v014,h02,26/04/2025 10:59,38:51.2,ontime,30.31,2,FALSE,4.17,18.74,0,21.66
dl00277,o00942,d104,v117,h04,09/01/2025 09:51,32:27.5,ontime,7.7,2,FALSE,4.03,12.17,0,9.69
dl00278,o00203,d135,v070,h07,05/07/2024 21:38,21:54.4,failed,3.93,2,FALSE,3.49,3.82,0,16.73
dl00279,o00201,d032,v111,h01,13/05/2025 17:15,41:51.5,ontime,11.65,2,FALSE,4.15,8.01,0,3.45
dl00281,o00801,d123,v046,h02,29/03/2024 16:47,57:12.2,ontime,24.03,1,FALSE,4.79,22.2,0,3.17
dl00282,o01232,d045,v114,h03,18/01/2024 22:52,56:30.0,ontime,14.86,1,FALSE,3.5,16.26,0,4.08
dl00284,o00999,d089,v075,h03,30/06/2024 12:34,34:00.6,ontime,2.53,0,FALSE,3.73,4.03,0,20
dl00285,o00442,d001,v097,h07,22/06/2025 14:54,41:05.9,ontime,9.22,0,FALSE,4.95,8.62,0,2.78
dl00287,o00352,d138,v099,h01,19/05/2024 17:01,25:24.5,ontime,36.08,2,FALSE,4.24,24.5,0,4.41
dl00288,o00636,d004,v064,h03,20/06/2024 10:05,12:47.4,delayed,14.61,0,FALSE,1,15.39,0,11.13
dl00289,o00233,d027,v095,h01,24/12/2024 20:17,09:00.0,ontime,13.45,3,FALSE,4.34,9.29,0,-2.13
dl00290,o00524,d035,v083,h03,20/06/2025 16:54,14:45.5,ontime,30.93,0,FALSE,5,19.1,0,2.35
dl00291,o00485,d100,v068,h04,27/11/2024 02:51,40:02.4,ontime,17.86,1,FALSE,3.97,19.28,0,1.82
dl00292,o00811,d149,v103,h01,09/05/2024 08:13,59:25.4,ontime,15.21,1,FALSE,4.41,18.9,0,3.77
dl00293,o00888,d098,v104,h07,13/06/2024 07:40,45:19.3,ontime,16.53,1,FALSE,3.97,12.62,0,3.09
dl00294,o00443,d093,v100,h08,20/10/2025 02:48,47:02.9,ontime,12.21,0,FALSE,4.39,15.82,0,8.98
dl00295,o01101,d131,v087,h07,14/01/2024 09:50,16:20.1,ontime,20.39,2,FALSE,5,18.38,0,4.44
dl00296,o01064,d062,v044,h03,22/12/2025 19:59,18:27.4,delayed,16.44,2,FALSE,4.7,11.33,0,14.32
dl00298,o01051,d111,v109,h05,06/06/2025 07:00,06:57.4,delayed,11.95,0,FALSE,3.03,8.36,0,16.12
dl00299,o01061,d121,v088,h07,29/04/2024 22:39,45:53.5,ontime,15.83,3,FALSE,4.49,12.5,0,1.11
dl00300,o00222,d039,v056,h05,25/09/2024 13:54,33:57.0,ontime,10.01,1,FALSE,3.41,14.32,0,-0.33
dl00301,o01152,d165,v009,h04,13/03/2025 00:37,37:06.6,ontime,9.27,0,FALSE,5,9.21,0,23
dl00302,o01208,d117,v008,h06,18/04/2024 21:38,44:14.8,ontime,14.89,0,FALSE,3.6,10.25,0,12.1
dl00303,o00813,d143,v005,h06,14/10/2025 00:12,00:10.6,ontime,10.29,1,FALSE,5,18.54,0,4.8
dl00304,o00433,d036,v024,h08,29/10/2024 16:23,42:08.7,failed,11.81,0,TRUE,2.83,10.31,1,14.32
dl00305,o00584,d028,v045,h06,06/07/2024 01:06,24:49.4,ontime,27.25,0,FALSE,3.81,15.04,0,3.31
dl00306,o01168,d136,v099,h07,15/12/2024 22:14,57:18.3,delayed,34.53,4,TRUE,2.96,19.47,1,11.72
dl00307,o00699,d089,v021,h03,22/09/2024 15:57,06:05.3,ontime,11.84,1,FALSE,3.9,12.44,0,9.15
dl00308,o00495,d146,v046,h01,16/01/2024 01:13,46:08.8,ontime,8.6,0,FALSE,3.55,10.89,0,6.55
dl00309,o00783,d164,v089,h02,28/06/2024 23:56,09:24.1,ontime,10.02,0,FALSE,3.2,6.99,0,3.22
dl00310,o00285,d149,v077,h08,05/01/2025 13:48,27:35.6,ontime,9.55,2,FALSE,4.67,12.27,0,7.66
dl00311,o00797,d086,v077,h05,23/03/2025 04:36,18:19.6,ontime,8.21,2,FALSE,5,10.01,0,3.71
dl00312,o00204,d142,v043,h03,22/10/2025 23:06,41:31.2,failed,31.38,0,FALSE,4.79,14.35,0,18.59
dl00313,o00601,d136,v005,h08,23/05/2025 04:56,22:17.6,ontime,17.43,2,FALSE,3.9,12.77,0,6.44
dl00314,o00499,d078,v092,h08,11/06/2024 07:00,11:44.0,ontime,5.63,2,FALSE,4.16,6.47,0,2.2
dl00315,o01107,d082,v041,h04,25/01/2024 08:28,41:51.3,delayed,37.41,2,FALSE,4.22,17.73,0,18.23
dl00316,o00081,d108,v095,h08,17/04/2025 15:01,30:05.8,failed,7.85,1,FALSE,4.11,9.08,0,16.48
dl00317,o00711,d105,v106,h06,15/12/2024 15:16,55:42.1,ontime,13.76,1,FALSE,4.67,13.99,0,1.66
dl00318,o00281,d054,v041,h03,03/12/2024 07:14,03:19.8,ontime,26.53,3,FALSE,4.48,16.02,0,1.82
dl00319,o00937,d153,v103,h04,24/04/2024 08:08,22:25.6,failed,1.2,0,FALSE,2.72,10.96,0,19.24
dl00320,o01030,d059,v006,h08,29/08/2025 10:29,24:55.2,ontime,5.12,1,FALSE,5,10.77,0,3.93
dl00321,o00438,d119,v052,h03,29/12/2025 18:51,33:53.3,ontime,8.71,3,FALSE,4.26,14.34,0,3.71
dl00322,o01025,d023,v030,h04,29/04/2024 16:53,03:31.4,delayed,11.02,1,FALSE,5,13.23,0,15.18
dl00323,o00666,d011,v107,h04,26/08/2025 20:36,37:46.2,ontime,24.58,3,FALSE,4.21,18.25,0,25.03
dl00324,o00455,d042,v059,h07,14/08/2024 04:59,11:51.3,failed,21.07,1,FALSE,3.21,12.52,0,5.21
dl00325,o00582,d108,v001,h08,06/11/2024 12:05,51:52.1,ontime,14.87,0,FALSE,5,14,0,-0.22
dl00326,o00500,d137,v103,h07,30/07/2024 17:04,16:59.3,ontime,17.24,0,FALSE,4.02,17.18,0,12.22
dl00327,o00418,d102,v023,h04,07/11/2025 07:55,57:47.4,ontime,9.17,0,FALSE,4.78,9.88,0,12.05
dl00328,o00060,d009,v072,h02,10/05/2024 18:12,00:21.0,ontime,4.02,1,FALSE,3.26,8.95,0,4.81
dl00329,o00805,d100,v047,h08,01/10/2025 20:47,37:09.4,ontime,1.62,0,FALSE,4.03,11.74,0,2.84
dl00330,o00246,d049,v026,h04,14/12/2024 03:40,45:40.1,failed,15.83,1,FALSE,2.59,16.95,0,18.09
dl00331,o01059,d005,v036,h07,23/11/2025 22:50,57:11.0,ontime,12.94,2,FALSE,3.72,15.48,0,3.12
dl00332,o00949,d121,v088,h06,15/04/2025 19:23,34:29.2,delayed,5.96,1,FALSE,3.42,9.99,0,27.19
dl00333,o00930,d119,v063,h06,20/08/2025 08:58,13:51.0,delayed,21.85,0,FALSE,1.76,16.51,0,7.26
dl00334,o00925,d018,v093,h03,15/11/2024 22:49,18:42.0,failed,17.65,0,TRUE,3.01,12.27,1,18.49
dl00335,o00347,d082,v069,h05,01/09/2025 08:39,54:33.0,ontime,12.56,0,FALSE,4.4,15.64,0,11.26
dl00337,o00659,d116,v100,h06,14/11/2024 19:53,59:09.8,ontime,23.37,1,FALSE,4.48,14.95,0,10.1
dl00338,o00331,d085,v053,h05,23/02/2024 09:42,36:51.8,ontime,12.27,2,FALSE,4.32,14.93,0,4.91
dl00339,o00593,d073,v111,h04,22/06/2025 11:57,52:49.8,delayed,4.33,0,FALSE,1.57,12.76,0,4.93
dl00340,o00435,d086,v024,h05,19/09/2024 13:43,58:25.7,ontime,22.6,0,FALSE,3.8,20.75,0,1.26
dl00341,o01203,d050,v037,h07,13/11/2024 21:57,39:10.6,ontime,2.78,0,FALSE,3.72,12.39,0,23.7
dl00342,o00123,d028,v090,h08,14/07/2024 07:47,17:08.9,failed,6.8,0,FALSE,2.47,8.94,0,20.5
dl00343,o00505,d015,v012,h04,29/03/2025 21:38,54:47.4,ontime,34.31,1,FALSE,2.98,15.09,0,13.28
dl00344,o00238,d164,v081,h02,28/08/2024 12:22,44:24.2,ontime,11.63,0,FALSE,5,11.55,0,3.37
dl00346,o00614,d097,v060,h03,06/02/2025 00:08,06:08.6,ontime,15.26,1,FALSE,3.93,14.52,0,-1.03
dl00347,o00343,d026,v030,h03,09/12/2024 02:01,31:00.2,delayed,15.62,0,TRUE,3.94,18,1,9.5
dl00348,o00754,d098,v062,h01,07/10/2024 23:24,07:55.6,delayed,2.21,4,FALSE,2.89,13.34,0,16.73
dl00349,o00231,d016,v042,h07,16/12/2024 02:23,57:31.8,delayed,15.82,0,FALSE,2.75,11.11,0,7.58
dl00350,o01209,d019,v017,h06,14/06/2025 03:56,51:38.9,failed,13.23,1,FALSE,3.05,11.77,0,5.93
dl00351,o00069,d142,v050,h07,19/05/2024 21:58,27:10.0,ontime,33.129999999999995,0,FALSE,4.53,22.56,0,11.49
dl00352,o00989,d133,v112,h05,08/03/2024 14:47,10:35.3,failed,9.57,0,FALSE,2.25,15.47,0,15.39
dl00353,o00159,d018,v014,h03,14/09/2024 23:08,25:14.9,ontime,4.49,0,FALSE,3.9,6.4,0,10.29
dl00354,o00776,d014,v034,h04,03/03/2025 01:09,31:01.2,ontime,10.43,0,FALSE,4.54,9.64,0,4.37
dl00355,o00561,d162,v106,h07,02/06/2025 10:12,34:59.8,delayed,7.43,1,FALSE,3.96,12.85,0,8.38
dl00356,o01181,d031,v118,h04,24/02/2024 01:34,12:32.3,ontime,13.12,0,FALSE,4.84,6.12,0,3.64
dl00357,o00235,d134,v030,h08,22/12/2025 12:39,10:03.1,delayed,14.75,1,FALSE,3.27,7.91,0,12.52
dl00358,o00497,d022,v005,h02,22/11/2025 01:45,04:47.3,delayed,19.28,1,FALSE,3.57,14.5,0,24.33
dl00359,o00654,d068,v057,h01,18/06/2025 22:44,19:56.1,delayed,18.71,1,TRUE,2.94,15.84,1,33.6
dl00360,o00595,d100,v062,h02,05/03/2024 07:09,44:19.5,delayed,12.5,1,FALSE,2.59,21.14,0,18.59
dl00361,o00377,d007,v051,h07,22/07/2024 23:59,06:00.4,ontime,25.24,0,FALSE,4.4,13.28,0,12.12
dl00362,o00460,d156,v012,h04,09/12/2024 18:44,57:19.4,ontime,6.09,0,FALSE,3.51,8.56,0,1.22
dl00363,o00710,d069,v090,h07,17/02/2025 14:58,44:29.4,ontime,19.08,1,FALSE,5,17.76,0,5.77
dl00364,o00277,d056,v014,h04,14/01/2024 01:45,12:31.9,ontime,23.79,1,FALSE,3.98,11.43,0,6.46
dl00365,o00861,d064,v012,h01,05/09/2025 09:13,38:01.1,ontime,10.33,0,FALSE,4.19,9.22,0,0.42
dl00366,o00910,d146,v095,h06,24/07/2025 04:05,38:55.4,ontime,17.03,0,FALSE,3.63,18.63,0,7.57
dl00367,o00575,d128,v106,h02,15/08/2025 07:04,10:40.3,delayed,3.02,0,FALSE,2.94,16.73,0,13.11
dl00368,o00474,d147,v067,h01,22/03/2025 20:07,20:56.4,ontime,35.4,2,FALSE,3.94,18.88,0,-0.77
dl00369,o00366,d011,v044,h05,12/02/2024 22:37,15:16.5,delayed,13.48,0,FALSE,1.44,12.48,0,31.64
dl00370,o00902,d131,v021,h05,22/09/2024 21:11,17:24.3,delayed,1.87,3,FALSE,1.24,10.71,0,8.11
dl00371,o01079,d158,v069,h03,31/03/2024 08:45,18:08.7,ontime,17.43,0,FALSE,3.57,10.98,0,23.55
dl00372,o00300,d087,v090,h02,02/04/2024 01:57,31:19.6,ontime,6.81,0,FALSE,4.87,8.41,0,2.57
dl00374,o00841,d090,v061,h01,26/09/2025 21:47,08:21.6,ontime,23.47,5,FALSE,3.73,14.32,0,7.36
dl00375,o00466,d102,v021,h05,07/01/2024 05:49,01:08.9,ontime,22.12,1,FALSE,4.22,17.86,0,5.2
dl00376,o01104,d090,v114,h04,21/09/2024 17:50,54:45.3,ontime,6.72,0,FALSE,4.51,5.92,0,11.08
dl00377,o00510,d075,v113,h07,23/11/2024 00:12,31:47.8,failed,5.45,4,FALSE,2.23,10.45,0,15.33
dl00378,o00070,d111,v037,h02,13/05/2025 23:09,42:14.1,failed,7.92,0,FALSE,2.14,7.93,0,16.55
dl00380,o00120,d130,v106,h01,16/06/2024 04:55,04:33.1,ontime,39.900000000000006,2,FALSE,3.71,19.33,0,5.16
dl00381,o00488,d015,v005,h05,29/08/2025 19:57,45:13.0,ontime,11.24,0,FALSE,5,10.97,0,5.8
dl00382,o00141,d163,v021,h02,05/12/2024 21:45,24:17.0,ontime,7.31,0,FALSE,4.39,11.68,0,-1.35
dl00383,o00846,d057,v017,h08,27/07/2025 23:24,19:36.3,delayed,9.53,1,TRUE,2.92,9.76,1,6.93
dl00384,o00618,d017,v054,h05,19/11/2025 13:06,27:52.0,failed,14.52,4,FALSE,2.82,10.94,0,25.36
dl00385,o00617,d123,v086,h08,30/03/2024 09:37,15:11.0,ontime,17.51,1,FALSE,4.44,14.04,0,-1.36
dl00386,o00135,d144,v002,h05,25/04/2025 03:12,39:24.9,failed,1.21,1,FALSE,3.35,13.97,0,43.46
dl00387,o00274,d016,v017,h01,03/10/2025 21:33,40:35.9,failed,11.96,0,FALSE,2.85,11.86,0,42.13
dl00388,o00886,d088,v086,h05,11/12/2024 11:37,15:40.3,ontime,10.71,1,FALSE,4.64,9.36,0,2.64
dl00389,o00649,d054,v065,h01,02/03/2025 03:12,50:19.2,ontime,12.41,1,FALSE,4.57,12.55,0,4.64
dl00390,o01242,d013,v052,h02,08/09/2025 23:34,52:36.7,ontime,12.86,0,FALSE,4.75,11.06,0,-0.69
dl00391,o00242,d119,v060,h06,05/11/2024 05:50,19:49.7,ontime,20.65,0,FALSE,3.63,15.9,0,2.5
dl00392,o00832,d063,v021,h04,06/06/2024 15:50,31:03.5,delayed,4.77,1,TRUE,1.15,12.67,1,13.68
dl00393,o01128,d108,v060,h04,12/03/2024 19:57,36:11.7,failed,13.97,1,FALSE,3.11,5.79,0,7.65
dl00394,o00718,d145,v079,h02,27/02/2025 04:58,05:30.4,ontime,15.43,0,FALSE,4.14,8.78,0,2.13
dl00395,o00219,d012,v072,h06,30/05/2024 02:33,15:54.4,ontime,10.75,0,FALSE,4.29,6.99,0,1.72
dl00396,o01093,d105,v063,h06,30/10/2024 00:23,36:43.4,ontime,14.79,2,FALSE,4.55,21.09,0,9.23
dl00397,o01199,d125,v049,h04,10/03/2024 16:57,12:57.1,delayed,10.5,2,FALSE,4.61,9.36,0,2.27
dl00398,o00671,d106,v099,h05,24/01/2025 17:36,28:38.0,delayed,1.2,1,FALSE,3.08,9.73,0,5.88
dl00399,o00966,d129,v107,h08,17/04/2025 00:14,46:22.8,delayed,5.64,1,FALSE,2.38,12.78,0,16.54
dl00400,o00867,d165,v037,h06,01/02/2024 22:23,40:14.6,failed,25.59,2,FALSE,2.48,16.84,0,22.29
dl00401,o00870,d067,v009,h08,27/10/2024 15:49,42:45.1,ontime,10.23,0,FALSE,4.47,6.79,0,8.9
dl00402,o00539,d037,v005,h03,04/12/2024 02:08,09:15.7,ontime,10.83,0,FALSE,5,9.69,0,2.02
dl00403,o00044,d131,v092,h07,02/11/2025 10:07,43:42.9,ontime,11.6,1,FALSE,4.58,13.74,0,2.61
dl00404,o00502,d049,v025,h02,03/04/2024 03:48,25:17.9,ontime,7.84,0,FALSE,3.14,11.38,0,0.62
dl00406,o00720,d126,v006,h01,29/08/2024 21:02,33:10.6,ontime,29.85,1,FALSE,5,15.78,0,-0.48
dl00407,o00598,d010,v068,h06,29/10/2025 01:00,58:05.1,ontime,6.92,0,FALSE,4.04,10.86,0,21.97
dl00408,o01019,d071,v057,h08,16/04/2024 01:49,58:04.4,ontime,8.49,0,FALSE,3.3,8.4,0,3.15
dl00409,o00348,d047,v094,h04,17/03/2025 00:31,30:00.0,ontime,8.1,0,FALSE,2.89,10.1,0,-2.02
dl00410,o00249,d042,v004,h05,07/11/2024 21:14,32:06.1,delayed,5.13,3,FALSE,4.44,9.64,0,6.3
dl00411,o00108,d122,v065,h01,30/11/2024 15:03,46:22.8,ontime,11.22,0,FALSE,4.68,5.75,0,7.72
dl00412,o00156,d025,v114,h02,24/04/2024 08:07,40:54.1,ontime,8.68,0,FALSE,4.63,8.76,0,5.57
dl00413,o01077,d046,v035,h01,30/08/2024 00:32,34:46.1,failed,6.34,1,FALSE,4.22,10.75,0,11.05
dl00414,o00704,d002,v083,h02,12/03/2024 18:01,55:25.1,ontime,8.47,1,FALSE,5,14.75,0,2.91
dl00415,o01145,d116,v031,h03,22/02/2024 02:27,36:12.2,ontime,13.31,0,FALSE,4.23,10.05,0,24.15
dl00416,o00293,d067,v059,h04,09/04/2025 18:24,16:42.6,ontime,4.61,1,FALSE,4.01,10.53,0,5.88
dl00417,o00615,d054,v085,h04,08/02/2025 21:37,17:10.8,ontime,13.05,0,FALSE,4.08,18.58,0,1.67
dl00418,o00075,d167,v019,h06,02/11/2024 06:29,58:56.4,ontime,4.73,1,FALSE,5,10.5,0,2.5
dl00419,o00782,d043,v109,h06,17/04/2024 03:24,51:51.7,ontime,12.37,0,FALSE,5,12.37,0,2.46
dl00420,o00412,d093,v078,h05,08/10/2024 14:08,14:08.6,ontime,10,0,FALSE,4.12,9.3,0,4.1
dl00421,o00286,d026,v039,h02,05/07/2025 22:02,09:23.1,ontime,17.73,1,FALSE,4.49,8.92,0,5.12
dl00422,o01178,d135,v066,h01,13/01/2024 23:04,29:03.6,ontime,14.18,0,FALSE,4.88,10.37,0,0.42
dl00423,o01245,d113,v110,h05,05/10/2025 16:04,27:00.0,ontime,22.08,1,FALSE,4.11,10.84,0,-1.62
dl00424,o00503,d061,v007,h08,18/08/2024 00:53,41:51.8,ontime,8.14,1,FALSE,5,14.49,0,2.81
dl00425,o00564,d070,v090,h04,03/09/2024 00:37,49:53.8,ontime,13.09,1,FALSE,4.82,4.86,0,11.21
dl00426,o00814,d150,v053,h05,26/03/2025 04:54,37:28.1,ontime,12.88,1,FALSE,4.57,19.14,0,9.72
dl00427,o00414,d165,v058,h07,05/04/2025 22:47,32:54.8,ontime,9.53,0,FALSE,3.92,9.98,0,2.77
dl00428,o00496,d109,v073,h07,17/06/2024 16:14,20:06.7,ontime,10.72,0,FALSE,4.32,7.53,0,3.1
dl00429,o00738,d030,v021,h07,28/11/2024 07:27,58:36.4,delayed,41.94,3,TRUE,2.92,21.55,1,11.53
dl00430,o00779,d025,v065,h01,25/07/2025 14:03,55:38.7,ontime,12.92,0,FALSE,5,11.78,0,21.88
dl00431,o00737,d164,v082,h01,14/03/2024 04:04,29:01.8,ontime,10.56,1,FALSE,4.7,16.33,0,0.42
dl00432,o00658,d119,v011,h05,24/07/2025 13:29,07:11.3,failed,14.42,0,FALSE,4.06,19.62,0,16.64
dl00433,o00148,d133,v056,h01,03/04/2025 23:41,45:53.7,ontime,14.34,2,FALSE,2.92,12.9,0,0.08
dl00434,o00395,d031,v063,h04,28/09/2024 10:53,08:55.5,delayed,16.69,0,TRUE,3.34,16.51,1,7.27
dl00435,o00198,d129,v087,h08,13/09/2024 18:46,25:00.8,ontime,10.63,0,FALSE,5,4.82,0,3.65
dl00436,o01063,d034,v076,h04,27/07/2024 22:20,09:31.7,ontime,9.89,0,FALSE,4,12.8,0,12.83
dl00437,o01223,d167,v120,h05,11/01/2025 00:36,06:30.1,ontime,13.43,0,FALSE,4.8,11.05,0,11.51
dl00438,o00992,d083,v078,h04,08/03/2024 16:52,52:27.9,failed,27.82,1,FALSE,3.12,15.69,0,17.01
dl00439,o00983,d117,v026,h07,20/08/2024 00:58,12:47.4,delayed,13.81,1,TRUE,3.68,19.27,1,11.25
dl00440,o00758,d028,v046,h03,26/02/2024 13:10,13:07.5,delayed,10.74,4,FALSE,3.54,9.77,0,9.05
dl00441,o00014,d141,v068,h01,25/08/2024 12:01,01:44.4,ontime,8.82,0,FALSE,4.7,7.36,0,3.01
dl00442,o01090,d150,v099,h02,11/09/2025 20:27,27:20.5,ontime,8.63,1,FALSE,4.98,6.69,0,22.01
dl00443,o01170,d070,v097,h06,01/01/2024 08:44,11:11.6,ontime,3.65,0,FALSE,3.34,12.85,0,7.45
dl00444,o01221,d017,v109,h05,13/04/2024 09:44,35:05.6,failed,11.43,0,FALSE,3,9.78,0,16.85
dl00445,o00055,d074,v008,h03,31/05/2025 02:19,24:33.5,delayed,37.02,0,FALSE,3.55,21.88,0,4.09
dl00446,o00903,d002,v069,h07,21/10/2025 01:25,22:35.3,delayed,8.25,1,FALSE,2.26,10.76,0,5.96
dl00447,o00812,d070,v043,h01,12/04/2025 19:06,08:07.9,ontime,9.36,1,FALSE,4.55,9.47,0,21.04
dl00448,o01033,d101,v108,h03,30/08/2024 13:56,47:00.0,ontime,11.14,0,FALSE,4.65,14.25,0,-0.15
dl00449,o00454,d047,v025,h07,15/04/2025 03:39,29:42.0,ontime,14.65,0,FALSE,4.58,12.62,0,12.85
dl00450,o01161,d049,v108,h06,17/05/2025 04:32,37:48.9,failed,10.61,1,FALSE,3.99,12.55,0,21.1
