order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
o00363,c0230,passenger,04/06/2025,4,riverside,south,high,35.91,app,TRUE
o00364,c0354,medical,23/07/2025,12,west,central,critical,114.81,app,FALSE
o00365,c0237,medical,11/01/2024,4,east,west,low,21.18,phone,TRUE
o00366,c0592,business,12/02/2024,24,central,south,high,52.46,app,FALSE
o00367,c0162,passenger,11/07/2025,4,south,north,high,46.71,phone,FALSE
o00368,c0552,business,04/12/2024,4,central,north,high,89.38,app,TRUE
o00369,c0093,business,02/10/2024,6,ctr,riverside,medium,70.75,phone,FALSE
o00370,c0021,parcel,21/11/2024,4,south,south,high,74.04,phone,FALSE
o00371,c0530,business,27/01/2025,4,north,north,medium,73.83,web,TRUE
o00372,c0536,parcel,29/01/2025,2,south,riverside,low,57.99,app,TRUE
o00373,c0372,parcel,26/05/2024,24,north,central,medium,95.4,app,FALSE
o00374,c0343,parcel,01/09/2024,24,north,riverside,medium,93.34,web,FALSE
o00375,c0012,medical,17/09/2024,4,central,east,high,150.39,phone,FALSE
o00376,c0286,passenger,21/01/2025,12,north,west,critical,33.38,app,FALSE
o00377,c0131,retail,22/07/2024,12,airport,east,medium,213.06,app,TRUE
o00378,c0485,retail,29/03/2024,6,north,north,high,172.56,web,TRUE
o00379,c0648,parcel,04/02/2024,4,north,east,medium,52.58,web,FALSE
o00380,c0057,passenger,19/02/2025,6,north,north,low,95.96,app,FALSE
o00381,c0420,parcel,28/11/2024,24,east,west,low,67.67,web,FALSE
o00382,c0463,retail,29/03/2025,6,central,riverside,high,54.18,app,FALSE
o00383,c0442,retail,19/11/2024,4,west,east,critical,109.08,app,FALSE
o00384,c0469,medical,01/01/2024,4,ctr,central,low,12.58,web,FALSE
o00385,c0646,passenger,24/10/2025,4,riverside,riverside,medium,226.69,phone,FALSE
o00386,c0250,medical,16/12/2024,6,central,ctr,medium,95.67,web,FALSE
o00387,c0470,passenger,24/01/2025,1,south,east,high,107.34,phone,FALSE
o00388,c0292,retail,06/10/2025,4,north,riverside,high,66.17,app,FALSE
o00389,c0361,passenger,22/01/2025,4,central,riverside,low,65.05,app,FALSE
o00390,c0150,passenger,06/03/2024,6,north,north,medium,42.46,web,FALSE
o00391,c0541,retail,29/09/2024,1,west,riverside,high,12.76,app,FALSE
o00392,c0356,retail,24/11/2025,6,east,riverside,medium,73.04,app,FALSE
o00393,c0573,parcel,05/10/2025,4,central,east,low,64.93,web,FALSE
o00394,c0479,retail,16/08/2024,12,airport,west,medium,71.08,app,TRUE
o00395,c0060,passenger,28/09/2024,1,west,east,medium,20.16,web,FALSE
o00396,c0475,retail,29/04/2025,12,central,east,medium,63.67,app,FALSE
o00397,c0417,parcel,18/06/2025,12,airport,south,medium,42.94,app,TRUE
o00398,c0382,business,07/08/2025,4,east,airport,medium,56.33,app,FALSE
o00399,c0644,parcel,08/03/2024,4,central,airport,low,30.74,app,FALSE
o00400,c0426,retail,20/06/2025,6,north,east,high,145.15,web,TRUE
o00401,c0252,medical,22/06/2024,24,east,airport,low,28.61,web,FALSE
o00402,c0104,retail,20/11/2025,4,west,east,medium,121.87,app,TRUE
o00403,c0573,business,08/11/2025,4,riverside,airport,critical,44.48,app,TRUE
o00404,c0139,passenger,17/10/2025,1,south,airport,medium,213.39,phone,FALSE
o00405,c0055,business,14/02/2024,6,ctr,riverside,critical,142.88,app,FALSE
o00406,c0631,retail,05/01/2025,2,airport,riverside,critical,59.17,app,FALSE
o00407,c0575,medical,23/02/2025,12,west,ctr,high,189.02,web,FALSE
o00408,c0446,parcel,14/09/2024,24,north,west,high,58.75,app,FALSE
o00409,c0065,passenger,08/01/2025,6,south,north,medium,38.48,app,FALSE
o00410,c0174,medical,19/06/2025,1,east,west,medium,39.34,phone,TRUE
o00411,c0497,business,08/04/2025,4,central,central,medium,71.11,app,FALSE
o00412,c0601,passenger,08/10/2024,6,north,airport,critical,54.76,app,FALSE
o00413,c0183,passenger,01/04/2025,4,airport,north,low,35.52,app,FALSE
o00414,c0023,parcel,05/04/2025,6,south,west,medium,283.98,app,FALSE
o00415,c0591,retail,27/06/2024,4,ctr,riverside,medium,19.76,app,FALSE
o00416,c0552,medical,07/01/2024,2,airport,airport,high,26.83,app,FALSE
o00418,c0467,passenger,07/11/2025,12,riverside,south,critical,46.83,web,FALSE
o00419,c0013,retail,14/01/2025,24,west,east,medium,187.6,app,FALSE
o00420,c0506,business,25/01/2025,4,riverside,east,low,40.04,phone,FALSE
o00421,c0599,parcel,23/07/2025,24,riverside,east,medium,37.25,app,FALSE
o00422,c0034,passenger,07/08/2025,6,central,west,medium,15.05,app,FALSE
o00423,c0403,passenger,27/08/2025,2,south,riverside,high,189.36,phone,FALSE
o00424,c0563,business,11/07/2025,12,riverside,west,medium,43.18,app,FALSE
o00425,c0550,passenger,27/11/2024,4,airport,east,high,78.8,web,FALSE
o00426,c0383,business,28/09/2024,2,riverside,riverside,low,82,web,FALSE
o00427,c0151,parcel,21/06/2025,1,ctr,west,medium,166.06,app,FALSE
o00428,c0275,medical,31/03/2024,1,west,airport,high,72.42,web,FALSE
o00429,c0466,passenger,09/03/2025,1,riverside,south,medium,20.27,app,FALSE
o00430,c0029,retail,15/01/2025,12,central,south,medium,40.49,app,FALSE
o00431,c0425,retail,29/03/2025,4,south,riverside,medium,24.45,app,FALSE
o00432,c0648,retail,12/02/2024,4,central,west,high,158.21,web,FALSE
o00433,c0633,retail,29/10/2024,12,ctr,central,medium,85.59,phone,FALSE
o00434,c0500,parcel,25/10/2025,1,airport,riverside,high,45.89,app,FALSE
o00435,c0102,retail,19/09/2024,4,south,ctr,medium,47.28,phone,TRUE
o00436,c0218,medical,29/01/2025,1,airport,north,critical,56.57,web,FALSE
o00437,c0618,retail,25/09/2025,4,airport,riverside,medium,98.88,app,FALSE
o00438,c0491,business,29/12/2025,4,north,west,low,27.39,phone,FALSE
o00439,c0577,medical,05/03/2024,1,north,ctr,high,53.87,web,FALSE
o00440,c0032,passenger,03/12/2024,12,east,east,high,56.81,app,FALSE
o00441,c0509,passenger,01/04/2025,12,east,central,critical,77.58,app,FALSE
o00442,c0080,business,22/06/2025,4,ctr,west,high,81.32,app,TRUE
o00443,c0378,parcel,20/10/2025,12,north,riverside,medium,63.8,app,TRUE
o00444,c0319,retail,30/08/2025,4,west,airport,medium,23.99,phone,FALSE
o00445,c0054,passenger,18/04/2025,2,south,riverside,high,68.98,app,FALSE
o00446,c0172,passenger,22/03/2025,12,airport,east,medium,233.36,web,FALSE
o00447,c0082,retail,29/06/2024,1,west,east,medium,24.57,phone,FALSE
o00448,c0487,medical,11/02/2025,4,central,north,low,68.78,web,FALSE
o00449,c0544,passenger,08/06/2025,2,north,airport,low,102.53,app,FALSE
o00450,c0527,retail,25/08/2024,2,riverside,riverside,low,31.33,app,FALSE
o00451,c0012,retail,15/02/2025,12,east,riverside,critical,97.23,phone,FALSE
o00452,c0583,passenger,27/11/2025,2,central,central,medium,56.63,phone,TRUE
o00453,c0224,retail,04/12/2024,6,south,west,medium,27.48,phone,FALSE
o00454,c0251,medical,15/04/2025,12,west,north,medium,51.66,app,FALSE
o00455,c0178,passenger,14/08/2024,6,airport,airport,high,144.79,app,FALSE
o00456,c0124,parcel,16/01/2024,2,east,riverside,high,87.85,app,FALSE
o00457,c0396,parcel,31/03/2024,12,east,east,medium,123.49,app,FALSE
o00458,c0546,parcel,10/04/2025,12,ctr,east,high,87.24,app,FALSE
o00459,c0478,retail,28/11/2025,24,south,south,low,203.99,app,FALSE
o00460,c0097,passenger,09/12/2024,4,central,north,low,72.35,web,FALSE
o00461,c0153,passenger,26/02/2024,4,west,east,critical,55.94,web,FALSE
o00462,c0381,parcel,03/03/2025,6,riverside,east,medium,55.77,app,FALSE
o00463,c0370,medical,20/02/2025,2,east,central,low,96.83,app,FALSE
o00464,c0063,parcel,03/10/2025,2,south,east,critical,51.61,phone,FALSE
o00465,c0149,medical,08/12/2024,2,east,north,low,20.53,app,FALSE
o00466,c0028,business,07/01/2024,6,west,airport,high,88.87,web,FALSE
o00467,c0612,passenger,08/10/2024,2,north,south,high,193.9,web,FALSE
o00468,c0062,retail,29/03/2024,2,east,south,medium,22.82,app,FALSE
o00469,c0186,parcel,18/09/2024,4,east,east,low,92.55,app,FALSE
o00470,c0265,business,01/11/2024,12,east,east,low,131.93,web,FALSE
o00471,c0346,passenger,07/06/2025,6,east,airport,medium,69.38,web,FALSE
o00472,c0636,parcel,22/02/2024,4,south,riverside,medium,287.3,web,FALSE
o00473,c0266,medical,11/09/2024,2,east,airport,high,40.6,app,TRUE
o00474,c0029,medical,22/03/2025,2,airport,central,medium,283.42,phone,FALSE
o00475,c0498,passenger,08/11/2024,24,central,west,high,156.78,app,FALSE
o00476,c0078,passenger,23/02/2024,24,west,east,low,89.17,app,FALSE
o00477,c0441,passenger,29/10/2025,2,west,central,medium,189.25,phone,FALSE
o00478,c0521,medical,20/04/2025,2,west,south,critical,160.09,app,FALSE
o00479,c0226,retail,27/12/2025,12,central,north,low,87.76,app,FALSE
o00480,c0088,passenger,09/01/2025,6,east,west,low,51.54,phone,FALSE
o00481,c0010,retail,12/04/2025,1,south,west,medium,10.74,app,TRUE
o00482,c0268,retail,10/11/2025,6,east,west,medium,114.62,phone,FALSE
o00483,c0285,business,17/11/2024,1,riverside,north,medium,117.11,phone,FALSE
o00484,c0152,parcel,10/03/2024,24,east,riverside,critical,134.61,app,FALSE
o00485,c0168,passenger,27/11/2024,1,north,ctr,high,95.19,app,FALSE
o00486,c0316,retail,12/08/2024,2,central,north,high,50.89,app,FALSE
o00487,c0263,passenger,24/07/2024,4,riverside,west,medium,57.27,phone,FALSE
o00488,c0050,medical,29/08/2025,4,north,south,low,111.27,phone,FALSE
o00489,c0483,medical,19/02/2025,24,central,east,medium,41.11,web,TRUE
o00490,c0562,retail,27/07/2024,4,north,south,low,73.56,app,FALSE
o00491,c0460,business,03/07/2024,1,south,west,critical,41.62,app,TRUE
o00492,c0243,retail,16/10/2025,6,west,south,critical,70.04,app,FALSE
o00493,c0370,parcel,20/05/2024,6,east,north,critical,55.91,web,FALSE
o00494,c0304,parcel,02/09/2025,1,east,airport,medium,50.08,app,FALSE
o00495,c0590,passenger,15/01/2024,6,east,south,low,133.15,app,FALSE
o00496,c0627,passenger,17/06/2024,4,south,airport,critical,117.66,app,FALSE
o00497,c0631,medical,21/11/2025,12,south,ctr,low,169.24,app,FALSE
o00498,c0081,retail,28/10/2024,4,south,ctr,medium,68.95,web,FALSE
o00499,c0198,passenger,11/06/2024,4,east,central,medium,62.77,phone,FALSE
o00500,c0131,retail,30/07/2024,12,north,west,low,64.83,app,FALSE
o00501,c0547,retail,21/04/2025,1,ctr,east,low,36.69,web,TRUE
o00502,c0169,parcel,03/04/2024,4,riverside,south,medium,61.9,app,FALSE
o00503,c0242,passenger,17/08/2024,6,central,riverside,low,41.14,web,FALSE
o00504,c0362,parcel,20/09/2024,2,ctr,east,low,47.18,app,FALSE
o00505,c0319,retail,29/03/2025,12,airport,west,high,84.65,web,FALSE
o00506,c0603,retail,07/06/2024,6,east,east,medium,33.03,phone,FALSE
o00507,c0484,parcel,13/12/2025,4,south,west,medium,62.89,app,FALSE
o00508,c0584,parcel,12/06/2024,24,north,central,medium,68.61,phone,FALSE
o00509,c0535,retail,26/08/2024,1,east,central,medium,160.38,phone,FALSE
o00511,c0119,parcel,06/06/2024,24,west,west,high,150.89,app,FALSE
o00512,c0242,parcel,21/09/2024,4,north,central,critical,10.74,app,FALSE
o00513,c0202,passenger,07/08/2024,4,west,south,high,111.28,phone,TRUE
o00514,c0280,passenger,12/11/2025,2,east,central,low,126.79,phone,FALSE
o00515,c0578,retail,03/02/2024,6,north,north,medium,65.74,phone,FALSE
o00516,c0473,passenger,08/06/2024,2,south,east,medium,117.13,app,FALSE
o00517,c0015,medical,16/08/2024,4,south,west,low,49.24,app,FALSE
o00518,c0112,medical,11/12/2025,12,north,east,high,61.85,web,FALSE
o00519,c0437,passenger,20/04/2025,2,south,riverside,low,47.89,phone,FALSE
o00520,c0539,passenger,07/07/2024,2,central,airport,low,36.42,app,FALSE
o00521,c0109,parcel,26/11/2025,1,airport,south,high,76.48,web,FALSE
o00522,c0594,passenger,09/02/2024,24,riverside,central,medium,152.25,phone,FALSE
o00523,c0181,medical,04/11/2025,6,airport,airport,low,82.31,web,TRUE
o00524,c0052,passenger,20/06/2025,4,airport,riverside,medium,40.41,app,TRUE
o00525,c0223,parcel,24/10/2024,1,south,airport,high,29.46,app,FALSE
o00526,c0630,parcel,19/01/2024,4,airport,west,low,69.63,app,FALSE
o00527,c0203,parcel,05/04/2024,6,south,airport,medium,65.29,app,TRUE
o00528,c0152,passenger,13/10/2024,12,central,ctr,medium,126.48,app,FALSE
o00529,c0422,retail,20/08/2025,4,east,airport,medium,355.62,app,FALSE
o00530,c0618,medical,31/03/2024,4,airport,north,low,45.66,app,TRUE
o00531,c0013,business,26/04/2025,24,airport,airport,high,157.07,app,FALSE
o00532,c0527,retail,20/08/2024,2,riverside,ctr,low,55.72,phone,FALSE
o00533,c0338,retail,03/11/2024,4,ctr,north,medium,74.26,app,FALSE
o00534,c0159,parcel,05/09/2025,2,airport,ctr,critical,188.05,app,TRUE
o00535,c0093,retail,18/12/2024,6,riverside,riverside,medium,24.09,app,FALSE
o00536,c0372,medical,03/11/2025,12,west,central,low,204.12,web,TRUE
o00537,c0153,business,25/06/2024,6,central,ctr,medium,50.23,web,TRUE
o00538,c0377,business,05/04/2025,1,west,ctr,high,50.6,app,FALSE
o00539,c0098,business,03/12/2024,6,ctr,east,high,167.91,app,FALSE
o00540,c0232,retail,02/07/2024,4,east,west,high,142.72,web,FALSE
o00541,c0272,retail,01/11/2024,4,west,east,low,126.42,app,FALSE
o00542,c0504,passenger,26/07/2025,4,central,east,low,76.58,app,TRUE
o00543,c0468,passenger,18/07/2025,4,airport,riverside,medium,68.06,app,FALSE
o00544,c0212,retail,14/06/2024,24,central,west,low,53.15,phone,FALSE
o00545,c0211,parcel,17/04/2025,24,central,north,low,100.18,web,FALSE
o00546,c0242,business,10/02/2024,24,riverside,south,high,51.06,app,TRUE
o00547,c0640,retail,09/04/2024,24,central,south,high,43.73,app,FALSE
o00548,c0105,passenger,14/12/2025,2,airport,east,medium,34.87,phone,FALSE
o00549,c0119,business,14/08/2025,6,east,west,medium,86.89,phone,FALSE
o00550,c0502,business,18/01/2025,24,central,riverside,medium,64.79,web,TRUE
o00551,c0317,retail,16/06/2024,6,ctr,east,high,82.67,phone,FALSE
o00552,c0341,passenger,09/11/2025,4,riverside,south,low,76.7,app,FALSE
o00553,c0408,retail,06/01/2024,6,north,riverside,high,32.16,app,FALSE
o00554,c0117,medical,06/05/2025,2,airport,riverside,high,129.89,app,FALSE
o00555,c0233,retail,24/09/2024,6,west,south,medium,234.04,app,FALSE
o00556,c0643,business,01/09/2024,2,riverside,airport,medium,101.94,app,TRUE
o00557,c0079,passenger,23/05/2025,24,riverside,riverside,low,176.32,web,FALSE
o00558,c0057,parcel,08/07/2025,1,riverside,central,critical,99.68,app,FALSE
o00559,c0167,business,24/04/2025,12,north,east,medium,107.27,phone,FALSE
o00560,c0260,passenger,05/08/2025,6,riverside,east,medium,62.52,web,TRUE
o00561,c0595,retail,02/06/2025,4,central,airport,high,86.87,app,FALSE
o00563,c0284,parcel,22/07/2025,6,airport,riverside,low,40.2,web,FALSE
o00564,c0535,retail,02/09/2024,12,north,ctr,medium,59.68,app,FALSE
o00565,c0600,parcel,01/07/2025,1,north,south,low,155.2,phone,FALSE
o00566,c0455,parcel,07/04/2024,6,ctr,central,medium,97.68,phone,FALSE
o00567,c0144,retail,24/02/2024,24,south,riverside,low,33.6,phone,FALSE
o00568,c0412,passenger,19/12/2025,6,central,riverside,medium,119.95,phone,FALSE
o00569,c0467,parcel,06/12/2025,6,central,airport,critical,104.77,app,FALSE
o00570,c0379,parcel,30/03/2024,2,riverside,riverside,medium,56.89,phone,FALSE
o00571,c0213,passenger,27/09/2024,24,central,riverside,medium,64.21,web,FALSE
o00572,c0202,parcel,06/02/2025,4,west,riverside,high,134.79,app,TRUE
o00573,c0269,retail,22/04/2024,4,central,central,high,150.38,app,FALSE
o00574,c0110,retail,03/05/2024,6,riverside,north,medium,59.99,app,FALSE
o00575,c0179,retail,15/08/2025,12,riverside,riverside,medium,30.5,phone,FALSE
o00576,c0393,retail,06/09/2024,6,south,south,medium,113.92,app,FALSE
o00577,c0641,parcel,09/06/2025,2,airport,east,high,16.62,phone,TRUE
o00578,c0639,retail,04/03/2024,4,ctr,central,high,18.53,app,FALSE
o00579,c0624,medical,05/09/2025,4,airport,south,low,24.91,phone,FALSE
o00580,c0461,retail,12/02/2024,1,west,riverside,critical,78.71,app,FALSE
o00581,c0495,passenger,09/12/2025,12,north,south,low,138.33,app,FALSE
o00582,c0275,parcel,06/11/2024,2,south,central,medium,48.36,phone,FALSE
o00583,c0469,retail,17/04/2025,6,south,riverside,medium,89.45,web,TRUE
o00584,c0377,retail,06/07/2024,6,airport,west,medium,137.29,app,FALSE
o00585,c0160,medical,25/02/2025,1,south,riverside,medium,215.96,web,TRUE
o00587,c0113,retail,07/06/2025,4,east,airport,high,115.16,web,FALSE
o00588,c0515,passenger,03/06/2024,4,airport,airport,low,236.46,web,FALSE
o00589,c0344,parcel,23/05/2024,6,riverside,central,high,81.6,phone,FALSE
o00590,c0386,parcel,12/08/2024,2,north,north,medium,20.52,phone,FALSE
o00591,c0228,passenger,26/12/2025,4,north,riverside,medium,15.8,app,TRUE
o00592,c0563,business,06/05/2025,2,riverside,east,low,220.79,phone,FALSE
o00593,c0406,passenger,22/06/2025,1,central,riverside,high,63.86,phone,FALSE
o00594,c0116,retail,11/03/2024,4,central,east,medium,149.86,app,TRUE
o00595,c0377,business,05/03/2024,12,south,airport,medium,71.08,app,TRUE
o00596,c0394,parcel,02/10/2025,12,south,east,low,119.64,app,FALSE
o00597,c0238,parcel,09/01/2025,6,north,north,high,169.18,app,FALSE
o00598,c0621,retail,28/10/2025,24,riverside,ctr,medium,201.88,app,FALSE
o00599,c0077,passenger,19/08/2025,1,south,east,medium,179.87,app,FALSE
o00600,c0476,parcel,19/05/2025,24,airport,north,low,235.8,app,FALSE
o00601,c0335,retail,23/05/2025,6,north,south,low,49.24,phone,FALSE
o00602,c0257,passenger,11/12/2025,6,ctr,airport,medium,127.09,web,FALSE
o00603,c0351,parcel,24/02/2024,24,west,riverside,medium,66.39,app,FALSE
o00604,c0584,passenger,27/11/2025,4,ctr,airport,medium,65.15,web,FALSE
o00605,c0585,medical,21/03/2025,1,riverside,airport,low,47.71,web,TRUE
o00606,c0050,medical,17/10/2025,1,central,west,high,37.75,web,FALSE
o00607,c0576,parcel,30/08/2025,12,west,west,low,219.79,app,TRUE
o00608,c0394,medical,09/10/2025,4,west,east,high,71.8,web,FALSE
o00609,c0621,parcel,15/09/2024,12,east,east,low,71.86,app,FALSE
o00610,c0635,passenger,21/07/2024,24,south,riverside,medium,169.63,app,FALSE
o00611,c0374,retail,29/07/2025,2,west,west,low,132.01,app,FALSE
o00612,c0169,retail,19/05/2025,4,west,east,critical,60.06,phone,FALSE
o00613,c0650,retail,02/12/2025,4,airport,central,low,84.48,app,FALSE
o00614,c0393,passenger,05/02/2025,2,west,riverside,medium,259.73,app,FALSE
o00615,c0295,parcel,08/02/2025,1,west,west,high,44.37,app,FALSE
o00616,c0114,retail,16/12/2024,6,east,ctr,medium,50.57,phone,FALSE
o00617,c0352,medical,30/03/2024,1,central,riverside,medium,77.56,web,FALSE
o00618,c0581,parcel,19/11/2025,12,central,south,medium,41.64,app,FALSE
o00619,c0268,retail,01/09/2025,1,central,north,medium,86.7,app,FALSE
o00620,c0467,retail,08/11/2024,2,south,west,low,27.57,app,FALSE
o00621,c0026,parcel,15/05/2025,12,airport,airport,medium,103.8,app,FALSE
o00622,c0439,passenger,23/04/2024,24,central,central,high,48.84,phone,FALSE
o00623,c0361,business,24/02/2025,24,airport,south,high,193.96,web,FALSE
o00624,c0117,passenger,13/04/2025,24,west,ctr,medium,25.82,web,FALSE
o00625,c0376,business,12/07/2025,24,west,south,medium,77.48,phone,TRUE
o00626,c0072,parcel,28/12/2024,4,north,north,medium,24.6,web,TRUE
o00627,c0114,parcel,22/04/2025,6,central,central,medium,67.07,web,TRUE
o00628,c0056,passenger,26/10/2024,12,riverside,north,medium,52.85,app,TRUE
o00629,c0368,retail,04/10/2024,6,riverside,south,low,55.3,app,TRUE
o00630,c0369,retail,28/03/2025,2,central,ctr,low,86.61,app,FALSE
o00631,c0574,business,05/07/2025,2,south,riverside,low,47.21,app,FALSE
o00632,c0611,passenger,09/08/2024,1,central,central,high,33.21,web,TRUE
o00633,c0235,passenger,12/02/2024,2,airport,central,low,79.57,app,FALSE
o00634,c0536,parcel,07/07/2024,4,east,south,medium,171.58,app,FALSE
o00635,c0314,parcel,06/12/2024,2,central,north,low,73.66,app,FALSE
o00636,c0208,medical,20/06/2024,4,west,north,medium,134.63,app,TRUE
o00637,c0304,passenger,16/09/2025,2,north,south,critical,89.63,phone,FALSE
o00638,c0257,passenger,26/05/2025,6,west,west,medium,54.63,app,FALSE
o00639,c0480,medical,02/06/2025,2,central,north,medium,141.93,web,FALSE
o00640,c0102,passenger,15/06/2024,12,airport,west,medium,72.31,app,TRUE
o00641,c0403,parcel,10/01/2024,24,north,airport,high,119,phone,FALSE
o00643,c0349,parcel,10/04/2025,1,airport,riverside,low,181.69,web,TRUE
o00644,c0084,business,03/11/2025,6,east,airport,high,6.28,app,FALSE
o00645,c0517,passenger,26/12/2024,6,south,central,medium,82.91,app,FALSE
o00646,c0518,retail,19/07/2025,2,east,south,medium,63.73,app,TRUE
o00647,c0592,passenger,10/06/2025,12,west,airport,high,109.87,app,FALSE
o00648,c0032,passenger,18/05/2024,2,west,south,medium,52.97,app,FALSE
o00649,c0361,parcel,02/03/2025,4,east,riverside,low,30.88,app,FALSE
o00650,c0206,parcel,30/09/2025,6,riverside,airport,low,39.65,app,FALSE
o00651,c0345,parcel,29/09/2024,6,south,south,high,7.14,app,FALSE
o00652,c0331,retail,08/11/2024,4,south,west,medium,35.54,app,FALSE
o00653,c0397,retail,09/10/2025,12,riverside,south,medium,36.56,app,FALSE
o00654,c0617,parcel,18/06/2025,24,ctr,airport,high,47.22,app,FALSE
o00655,c0590,passenger,01/11/2025,4,south,east,low,52.51,phone,FALSE
o00656,c0211,parcel,07/01/2025,6,west,north,high,82.24,web,FALSE
o00657,c0135,passenger,28/02/2024,6,south,central,low,155.89,app,FALSE
o00658,c0533,retail,24/07/2025,12,north,north,medium,68.43,app,FALSE
o00659,c0002,retail,14/11/2024,12,south,north,low,135.53,app,FALSE
o00660,c0288,passenger,04/06/2024,4,central,airport,high,27.65,web,TRUE
o00661,c0241,retail,14/04/2025,4,ctr,riverside,high,97.98,phone,FALSE
o00662,c0117,parcel,09/05/2025,12,south,airport,high,30.01,web,FALSE
o00663,c0380,retail,04/10/2024,2,east,east,low,75.21,app,TRUE
o00664,c0584,passenger,24/08/2025,4,airport,west,medium,176.19,app,FALSE
o00665,c0522,passenger,17/02/2024,4,west,central,low,176.48,app,TRUE
o00666,c0001,parcel,26/08/2025,24,airport,central,low,185.32,app,FALSE
o00667,c0392,passenger,04/10/2025,2,east,west,medium,68.27,web,TRUE
o00668,c0649,parcel,11/07/2025,6,airport,north,medium,135.89,app,FALSE
o00669,c0529,parcel,15/07/2025,12,north,east,critical,80.79,app,FALSE
o00670,c0305,retail,27/03/2024,4,south,west,high,128.5,app,TRUE
o00671,c0111,retail,24/01/2025,1,north,north,medium,118.56,phone,FALSE
o00672,c0567,retail,03/01/2025,24,airport,riverside,high,20.28,web,FALSE
o00673,c0579,passenger,11/10/2024,24,west,west,high,133.78,phone,FALSE
o00674,c0235,passenger,11/08/2025,2,central,east,medium,65.56,web,FALSE
o00675,c0445,business,19/02/2024,24,riverside,north,low,47.44,app,FALSE
o00676,c0494,business,23/05/2024,2,south,west,low,110.61,app,FALSE
o00677,c0519,passenger,04/03/2024,4,east,west,high,79.31,web,FALSE
o00678,c0197,business,17/06/2025,12,airport,airport,low,14.72,app,TRUE
o00679,c0244,medical,15/11/2024,24,west,south,high,74.53,web,FALSE
o00680,c0412,passenger,31/10/2024,2,ctr,west,high,56.97,web,FALSE
o00681,c0438,parcel,03/01/2025,24,south,east,medium,47.11,phone,FALSE
o00682,c0529,retail,05/10/2024,2,north,ctr,low,97.9,phone,FALSE
o00684,c0064,parcel,24/11/2024,24,central,airport,high,81.01,app,FALSE
o00685,c0010,business,21/04/2024,6,west,west,low,107.85,phone,FALSE
o00686,c0476,retail,05/01/2025,6,east,south,medium,72.67,web,FALSE
o00687,c0253,passenger,29/01/2025,4,central,airport,medium,221.31,app,FALSE
o00688,c0332,passenger,25/04/2024,6,north,west,high,38.09,phone,FALSE
o00689,c0349,passenger,29/09/2025,4,riverside,riverside,medium,6.04,app,TRUE
o00690,c0013,retail,22/02/2025,4,airport,north,high,159.46,app,FALSE
o00691,c0532,retail,18/11/2024,12,north,east,high,231.13,app,FALSE
o00692,c0223,parcel,12/10/2024,4,east,east,medium,73.56,web,FALSE
o00693,c0199,retail,08/11/2025,2,airport,airport,medium,115.09,app,FALSE
o00694,c0380,passenger,17/11/2025,6,ctr,riverside,medium,307.5,web,FALSE
o00695,c0006,passenger,19/03/2024,6,south,east,low,92.36,app,FALSE
o00696,c0090,passenger,06/01/2025,1,central,riverside,medium,67.44,app,FALSE
o00697,c0454,medical,09/02/2025,6,east,west,medium,7.69,app,FALSE
o00698,c0550,medical,22/10/2024,2,south,central,high,179.24,app,FALSE
o00699,c0310,medical,22/09/2024,12,south,riverside,medium,202.46,web,FALSE
o00700,c0443,passenger,13/01/2024,4,west,west,medium,110.49,phone,FALSE
o00701,c0021,parcel,15/12/2025,4,east,riverside,medium,19.97,app,FALSE
o00702,c0228,retail,28/12/2024,4,east,riverside,critical,77.66,app,FALSE
o00703,c0493,medical,28/09/2024,6,airport,north,medium,250.93,phone,FALSE
o00704,c0031,retail,12/03/2024,4,north,north,high,141.29,phone,FALSE
o00705,c0013,parcel,09/09/2025,6,north,riverside,high,118.52,app,FALSE
o00706,c0243,retail,26/02/2025,2,riverside,south,low,39.03,app,TRUE
o00707,c0156,parcel,10/11/2024,4,central,east,medium,95.62,app,FALSE
o00708,c0058,parcel,29/06/2024,4,west,west,low,108.04,phone,FALSE
o00709,c0369,medical,09/12/2025,12,north,airport,critical,49.66,app,FALSE
o00710,c0322,passenger,17/02/2025,6,south,south,low,91.43,web,FALSE
o00711,c0412,passenger,15/12/2024,2,south,south,high,69.11,web,FALSE
o00712,c0512,passenger,26/05/2025,2,north,west,high,105.64,phone,TRUE
o00713,c0316,medical,09/07/2024,6,south,north,low,48.38,phone,FALSE
o00714,c0456,passenger,26/05/2024,24,south,north,low,187.87,app,FALSE
o00715,c0477,medical,17/06/2025,6,riverside,north,critical,125.92,app,FALSE
o00716,c0072,passenger,22/10/2024,6,east,north,medium,5.92,app,FALSE
o00717,c0508,retail,12/12/2024,4,east,south,low,72.1,web,FALSE
o00718,c0533,passenger,27/02/2025,2,west,airport,low,144.45,phone,FALSE
o00719,c0395,passenger,04/01/2024,2,west,central,low,11.54,web,FALSE
o00720,c0140,business,29/08/2024,2,airport,airport,high,111.88,app,FALSE
o00721,c0001,retail,17/02/2025,24,east,ctr,medium,70.79,app,TRUE
o00722,c0523,business,07/10/2024,12,central,central,medium,72.65,phone,FALSE
o00723,c0075,passenger,15/05/2024,1,north,central,low,94.32,app,FALSE
o00724,c0317,passenger,18/11/2025,4,airport,north,low,98.05,app,FALSE
