event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag,success
ae00371,c0465,o00120,02/09/2025 04:20,delivery_instruction_update,s69933,android,south,567,TRUE,1
ae00372,c0031,o01153,11/01/2025 08:26,chat_escalated,s31367,android,north,421,FALSE,0
ae00373,c0428,o00887,05/06/2024 00:55,eta_refresh,s30198,web,airport,749,TRUE,1
ae00375,c0191,o01124,22/03/2025 13:47,delivery_instruction_update,s67260,ios,riverside,669,TRUE,1
ae00376,c0097,o00348,15/10/2025 06:18,track_order,s46372,android,east,337,TRUE,1
ae00377,c0144,o00866,14/11/2024 08:15,eta_refresh,s75566,android,south,60,TRUE,1
ae00378,c0528,o01093,17/07/2025 03:13,track_order,s64607,ios,airport,668,TRUE,1
ae00379,c0649,o00517,27/02/2024 15:55,chat_opened,s53800,ios,south,301,TRUE,1
ae00380,c0134,o01002,21/12/2025 09:44,eta_refresh,s23762,android,central,60,TRUE,1
ae00381,c0573,o00812,17/04/2025 07:41,eta_refresh,s64472,android,east,517,TRUE,1
ae00382,c0361,o01249,02/11/2025 07:29,eta_refresh,s86079,ios,central,428,TRUE,1
ae00383,c0313,o01239,08/07/2025 22:02,chat_escalated,s25556,ios,north,534,TRUE,1
ae00384,c0425,o00303,13/07/2025 15:37,payment_retry,s91940,android,airport,265,TRUE,1
ae00385,c0331,o01246,23/02/2025 03:07,delivery_instruction_update,s85959,ios,riverside,636,TRUE,1
ae00386,c0269,o01127,20/03/2025 05:38,chat_opened,s72987,ios,east,436,TRUE,1
ae00389,c0026,o00884,14/07/2024 21:54,search_route,s34019,web,airport,1265,TRUE,1
ae00393,c0406,o01209,01/01/2025 09:37,chat_escalated,s87121,ios,west,324,TRUE,1
ae00394,c0292,o01005,26/04/2025 09:01,chat_opened,s35246,ios,east,267,TRUE,1
ae00395,c0016,o00748,30/04/2024 02:38,search_route,s79318,ios,airport,161,TRUE,1
ae00396,c0564,o00111,02/01/2024 03:02,track_order,s54033,web,airport,1633,TRUE,1
ae00397,c0517,o00180,16/08/2024 20:27,search_route,s72253,ios,airport,676,TRUE,1
ae00400,c0256,o01216,07/10/2024 04:49,search_route,s90819,ios,north,149,TRUE,1
ae00402,c0459,o00554,15/01/2025 08:37,track_order,s46288,ios,south,655,TRUE,1
ae00403,c0180,o00149,19/03/2025 09:20,payment_retry,s10192,android,ctr,108,TRUE,1
ae00404,c0121,o01227,05/04/2025 09:01,eta_refresh,s46724,ios,riverside,521,TRUE,1
ae00405,c0534,o00754,26/10/2024 21:19,search_route,s47493,android,airport,391,TRUE,1
ae00407,c0323,o00442,12/01/2025 17:00,track_order,s11233,ios,riverside,435,TRUE,1
ae00408,c0188,o01142,27/01/2024 06:30,delivery_instruction_update,s52727,android,west,94,TRUE,1
ae00409,c0553,o00968,18/05/2025 14:10,payment_retry,s15466,android,south,247,TRUE,1
ae00410,c0377,o00170,15/08/2024 13:48,cancel_attempt,s21027,android,central,556,TRUE,1
ae00411,c0232,o00652,11/07/2025 06:55,eta_refresh,s54027,web,west,318,TRUE,1
ae00413,c0615,o00548,30/06/2025 19:24,chat_opened,s29100,web,east,415,TRUE,1
ae00417,c0381,o01091,26/05/2025 16:35,payment_retry,s83880,android,west,93,FALSE,0
ae00418,c0012,o01122,06/11/2025 16:41,track_order,s77156,android,west,489,TRUE,1
ae00420,c0292,o00068,12/07/2025 13:05,track_order,s85103,android,north,313,TRUE,1
ae00422,c0441,o00626,03/05/2024 17:49,eta_refresh,s44698,android,airport,1148,TRUE,1
ae00424,c0122,o00515,30/01/2025 01:54,track_order,s63816,android,airport,863,TRUE,1
ae00425,c0444,o00651,13/12/2025 07:30,track_order,s51771,web,airport,427,TRUE,1
ae00426,c0232,o00442,06/01/2024 16:17,eta_refresh,s91627,android,east,385,TRUE,1
ae00429,c0604,o00119,29/05/2025 18:52,delivery_instruction_update,s89816,ios,riverside,374,TRUE,1
ae00430,c0293,o00589,27/02/2025 18:39,eta_refresh,s54890,android,north,507,TRUE,1
ae00431,c0498,o00890,12/12/2024 02:40,search_route,s42910,android,south,840,TRUE,1
ae00433,c0505,o01229,08/11/2024 11:31,cancel_attempt,s95338,web,south,173,TRUE,1
ae00434,c0568,o00624,01/07/2024 20:26,track_order,s65887,android,east,572,TRUE,1
ae00436,c0105,o00400,11/09/2024 01:02,payment_retry,s32334,ios,riverside,607,TRUE,1
ae00437,c0039,o01030,22/01/2024 18:04,payment_retry,s89304,ios,west,153,FALSE,0
ae00438,c0141,o00110,03/06/2025 18:59,eta_refresh,s56257,android,riverside,880,TRUE,1
ae00439,c0266,o00694,22/06/2025 20:44,chat_opened,s88251,ios,south,442,TRUE,1
ae00440,c0343,o00175,10/10/2024 07:45,eta_refresh,s65286,android,east,343,TRUE,1
ae00441,c0410,o00491,03/02/2025 05:01,track_order,s20334,android,east,633,TRUE,1
ae00442,c0399,o01089,29/03/2024 12:18,chat_opened,s61743,ios,airport,613,TRUE,1
ae00443,c0352,o00052,17/06/2024 16:24,track_order,s44595,web,north,427,TRUE,1
ae00444,c0033,o00457,27/10/2025 22:48,chat_opened,s80276,android,ctr,444,TRUE,1
ae00445,c0059,o00368,28/08/2024 18:45,search_route,s64535,android,east,257,TRUE,1
ae00448,c0116,o00640,03/06/2025 06:20,payment_retry,s60860,web,west,696,TRUE,1
ae00449,c0448,o01046,16/05/2025 16:42,track_order,s75654,android,central,354,TRUE,1
ae00450,c0127,o00569,17/10/2024 16:23,cancel_attempt,s31505,android,riverside,481,TRUE,1
ae00451,c0263,o00397,19/04/2024 20:58,payment_retry,s48520,web,north,566,TRUE,1
ae00452,c0328,o01033,14/10/2025 21:53,payment_retry,s67845,android,south,865,TRUE,1
ae00453,c0533,o01050,07/01/2025 07:22,eta_refresh,s27396,android,south,60,TRUE,1
ae00456,c0065,o00468,26/08/2025 00:32,chat_opened,s41927,ios,west,445,TRUE,1
ae00459,c0530,o00259,01/05/2025 22:20,eta_refresh,s39920,android,riverside,633,TRUE,1
ae00461,c0338,o00694,20/01/2025 13:17,search_route,s99353,android,south,560,TRUE,1
ae00462,c0306,o00871,08/07/2024 17:38,track_order,s25207,web,airport,1403,TRUE,1
ae00463,c0632,o00578,12/12/2025 16:29,search_route,s67860,ios,west,459,TRUE,1
ae00465,c0405,o00472,14/10/2024 12:40,payment_retry,s46496,android,north,289,TRUE,1
ae00466,c0340,o00877,07/02/2025 04:03,delivery_instruction_update,s79340,ios,north,741,TRUE,1
ae00467,c0020,o00568,16/11/2024 21:24,eta_refresh,s88112,web,north,72,TRUE,1
ae00468,c0256,o00270,21/08/2025 17:49,chat_opened,s77533,android,airport,386,TRUE,1
ae00469,c0364,o00426,01/10/2025 02:21,chat_opened,s25925,android,north,230,TRUE,1
ae00470,c0426,o00313,12/07/2024 14:41,chat_opened,s38146,ios,north,630,TRUE,1
ae00472,c0598,o00433,03/08/2024 09:44,search_route,s33427,ios,west,400,TRUE,1
ae00473,c0237,o00215,30/01/2025 21:28,payment_retry,s43089,android,central,404,TRUE,1
ae00474,c0395,o01240,06/11/2025 13:46,chat_opened,s54474,android,west,476,TRUE,1
ae00475,c0408,o00456,20/11/2025 04:29,track_order,s71913,ios,south,763,TRUE,1
ae00476,c0523,o00217,23/04/2024 05:35,track_order,s88872,web,west,294,TRUE,1
ae00478,c0629,o00162,04/08/2024 19:21,cancel_attempt,s92557,ios,west,511,TRUE,1
ae00479,c0607,o00836,09/01/2025 13:34,eta_refresh,s96851,ios,west,266,TRUE,1
ae00480,c0376,o00946,17/09/2025 13:25,eta_refresh,s83765,web,west,655,TRUE,1
ae00481,c0120,o00026,09/02/2025 09:36,eta_refresh,s31920,ios,west,486,TRUE,1
ae00482,c0538,o01053,25/05/2025 15:42,track_order,s90703,android,central,363,TRUE,1
ae00483,c0220,o00464,05/08/2025 22:34,payment_retry,s60131,android,north,378,TRUE,1
ae00484,c0409,o00954,08/09/2024 07:04,chat_opened,s54681,android,east,366,TRUE,1
ae00485,c0286,o00820,22/03/2025 14:00,search_route,s27241,ios,ctr,650,TRUE,1
ae00486,c0642,o01090,24/11/2024 12:57,delivery_instruction_update,s44319,web,east,445,TRUE,1
ae00487,c0113,o00668,30/03/2024 03:51,search_route,s82488,web,riverside,407,TRUE,1
ae00488,c0403,o00609,02/06/2025 02:06,payment_retry,s49774,ios,north,504,FALSE,0
ae00489,c0216,o00923,06/09/2025 07:08,search_route,s25859,web,airport,93,TRUE,1
ae00490,c0092,o00951,16/11/2024 07:23,track_order,s49678,android,central,629,TRUE,1
ae00491,c0280,o00387,28/10/2024 12:40,eta_refresh,s83479,ios,east,379,TRUE,1
ae00492,c0626,o00321,27/09/2025 14:21,chat_escalated,s90324,web,central,732,FALSE,0
ae00493,c0032,o00014,16/10/2025 22:09,search_route,s81341,android,west,609,TRUE,1
ae00495,c0152,o00180,26/05/2025 14:42,eta_refresh,s19414,ios,north,461,TRUE,1
ae00496,c0449,o00883,21/02/2024 07:36,chat_escalated,s79276,android,south,699,TRUE,1
ae00497,c0019,o00629,09/10/2024 04:18,search_route,s48419,android,south,570,TRUE,1
ae00500,c0044,o01025,09/11/2025 05:18,cancel_attempt,s17169,android,riverside,401,TRUE,1
ae00502,c0298,o00586,11/06/2025 10:21,delivery_instruction_update,s37174,ios,riverside,339,TRUE,1
ae00503,c0112,o00001,02/08/2024 12:35,delivery_instruction_update,s44209,android,riverside,204,TRUE,1
ae00504,c0530,o00911,27/09/2024 20:14,eta_refresh,s26188,ios,north,650,TRUE,1
ae00505,c0126,o00933,16/07/2025 13:22,delivery_instruction_update,s77180,web,riverside,60,TRUE,1
ae00506,c0521,o00847,12/06/2025 23:24,search_route,s52317,android,north,746,TRUE,1
ae00507,c0613,o00916,30/12/2025 23:05,eta_refresh,s75035,ios,east,805,TRUE,1
ae00509,c0408,o00111,01/09/2025 23:13,delivery_instruction_update,s54652,ios,north,558,TRUE,1
ae00510,c0622,o01201,10/09/2025 05:05,chat_opened,s76345,android,west,200,TRUE,1
ae00511,c0603,o00263,23/02/2025 07:32,eta_refresh,s15323,android,south,626,TRUE,1
ae00512,c0089,o00210,09/04/2024 08:22,payment_retry,s31359,ios,ctr,171,TRUE,1
ae00514,c0479,o00130,16/04/2024 07:25,track_order,s88181,android,west,563,TRUE,1
ae00515,c0239,o00552,10/08/2025 23:50,track_order,s66252,ios,south,241,TRUE,1
ae00516,c0054,o00305,19/08/2024 07:16,eta_refresh,s55049,android,west,695,TRUE,1
ae00517,c0089,o00288,06/01/2025 00:09,eta_refresh,s30949,android,riverside,358,TRUE,1
ae00518,c0313,o00598,20/03/2025 18:15,cancel_attempt,s42373,android,south,60,TRUE,1
ae00519,c0425,o00482,13/03/2025 19:45,delivery_instruction_update,s91220,android,south,472,TRUE,1
ae00520,c0221,o00875,30/11/2025 11:23,delivery_instruction_update,s38093,ios,south,60,TRUE,1
ae00521,c0542,o01079,26/08/2024 03:38,eta_refresh,s43006,android,airport,153,TRUE,1
ae00522,c0495,o00380,09/01/2024 03:41,eta_refresh,s15468,ios,airport,247,TRUE,1
ae00524,c0377,o00759,17/03/2024 02:17,chat_opened,s27328,ios,airport,1468,TRUE,1
ae00525,c0300,o01001,23/07/2025 15:34,delivery_instruction_update,s49936,android,central,716,TRUE,1
ae00528,c0502,o00032,28/02/2025 15:15,eta_refresh,s61761,android,north,376,TRUE,1
ae00530,c0433,o00520,01/01/2024 10:39,eta_refresh,s29551,ios,riverside,279,TRUE,1
ae00531,c0175,o00897,13/12/2025 19:30,payment_retry,s18824,ios,east,298,FALSE,0
ae00533,c0358,o00953,10/11/2024 03:21,eta_refresh,s56553,ios,ctr,662,TRUE,1
ae00534,c0518,o00447,04/01/2024 16:24,eta_refresh,s59635,android,north,271,TRUE,1
ae00535,c0133,o01234,23/05/2025 02:05,chat_opened,s28612,android,airport,405,TRUE,1
ae00537,c0124,o00394,10/08/2024 21:10,search_route,s68896,android,south,431,TRUE,1
ae00538,c0597,o00135,18/04/2024 11:43,delivery_instruction_update,s20205,ios,east,666,TRUE,1
ae00539,c0145,o00986,06/07/2024 23:30,track_order,s78417,web,east,133,TRUE,1
ae00541,c0635,o00803,06/06/2024 20:52,track_order,s34716,ios,riverside,83,TRUE,1
ae00542,c0508,o00291,28/09/2024 21:45,track_order,s86081,ios,south,267,TRUE,1
ae00543,c0176,o00002,26/06/2025 03:34,track_order,s74871,ios,airport,244,TRUE,1
ae00544,c0411,o00258,17/06/2024 01:39,chat_opened,s14020,ios,ctr,451,TRUE,1
ae00545,c0019,o00640,23/10/2025 01:47,search_route,s93178,android,central,171,TRUE,1
ae00546,c0041,o00050,18/07/2025 12:02,eta_refresh,s37605,web,north,242,TRUE,1
ae00547,c0238,o00764,28/09/2024 04:05,chat_escalated,s36427,android,riverside,1138,FALSE,0
ae00548,c0454,o00923,03/05/2024 13:22,chat_opened,s35306,android,east,510,TRUE,1
ae00549,c0442,o00287,29/08/2025 00:35,delivery_instruction_update,s64617,ios,west,763,TRUE,1
ae00550,c0388,o00923,15/08/2024 18:46,search_route,s46051,android,north,549,TRUE,1
ae00551,c0013,o00455,15/06/2025 23:09,chat_opened,s84328,android,riverside,477,TRUE,1
ae00552,c0616,o01232,28/07/2024 14:12,search_route,s47519,android,south,671,TRUE,1
ae00554,c0394,o01117,03/11/2024 05:42,track_order,s93872,web,south,292,TRUE,1
ae00557,c0187,o00982,13/02/2025 06:44,chat_opened,s54552,ios,riverside,720,TRUE,1
ae00558,c0129,o01192,27/08/2024 13:04,payment_retry,s40376,ios,east,603,TRUE,1
ae00559,c0337,o01131,30/01/2024 07:36,chat_escalated,s93047,ios,airport,426,FALSE,0
ae00560,c0062,o01056,30/03/2025 12:44,chat_opened,s36308,android,airport,60,TRUE,1
ae00561,c0006,o00716,14/03/2024 20:26,chat_opened,s17807,web,south,97,TRUE,1
ae00562,c0291,o00100,17/05/2024 23:35,payment_retry,s45061,android,south,567,FALSE,0
ae00563,c0259,o00572,07/11/2025 23:10,search_route,s94354,ios,east,424,TRUE,1
ae00564,c0620,o00745,29/06/2025 18:33,track_order,s88208,android,south,854,TRUE,1
ae00565,c0260,o00177,19/09/2024 23:02,track_order,s51574,web,south,351,TRUE,1
ae00566,c0538,o00071,15/12/2024 09:29,chat_opened,s13907,ios,airport,709,TRUE,1
ae00568,c0033,o00103,16/07/2025 05:21,search_route,s88268,ios,airport,691,TRUE,1
ae00569,c0029,o00438,20/05/2025 00:59,cancel_attempt,s35398,android,west,831,TRUE,1
ae00570,c0133,o01194,21/05/2024 17:50,delivery_instruction_update,s69203,ios,riverside,387,TRUE,1
ae00571,c0568,o00328,08/01/2025 15:50,chat_escalated,s30102,web,south,661,TRUE,1
ae00573,c0291,o00865,17/04/2024 04:45,chat_opened,s32689,android,central,256,TRUE,1
ae00574,c0591,o01219,20/08/2025 22:54,track_order,s22064,android,airport,517,TRUE,1
ae00575,c0509,o00011,26/12/2024 18:38,track_order,s44128,ios,airport,456,TRUE,1
ae00576,c0218,o00901,04/11/2024 21:00,search_route,s39058,android,west,488,TRUE,1
ae00577,c0050,o00217,29/10/2025 03:52,payment_retry,s25608,ios,south,280,TRUE,1
ae00578,c0289,o01215,28/06/2025 05:20,chat_opened,s40958,android,ctr,1462,TRUE,1
ae00579,c0088,o01143,28/07/2025 12:36,search_route,s48311,android,north,730,TRUE,1
ae00580,c0442,o00629,11/10/2025 08:12,delivery_instruction_update,s87300,android,east,60,TRUE,1
ae00582,c0509,o00053,01/01/2025 20:04,chat_escalated,s17952,ios,central,1402,FALSE,0
ae00583,c0040,o00424,19/12/2024 02:44,eta_refresh,s38065,ios,east,60,TRUE,1
ae00585,c0183,o00458,21/06/2025 10:17,eta_refresh,s16357,android,central,152,TRUE,1
ae00588,c0046,o00582,03/06/2025 08:19,payment_retry,s73412,ios,riverside,516,FALSE,0
ae00591,c0099,o00801,06/11/2024 12:29,eta_refresh,s78327,android,central,755,TRUE,1
ae00594,c0208,o00618,03/03/2024 09:59,track_order,s43752,ios,west,308,TRUE,1
ae00595,c0610,o00716,02/10/2025 23:19,eta_refresh,s26110,android,south,142,TRUE,1
ae00596,c0174,o00190,01/01/2024 19:53,eta_refresh,s32843,ios,airport,462,TRUE,1
ae00597,c0514,o00030,02/12/2024 18:45,track_order,s92720,ios,riverside,234,TRUE,1
ae00599,c0410,o00517,10/09/2024 00:17,chat_escalated,s52699,web,riverside,282,TRUE,1
ae00600,c0634,o00251,03/12/2024 03:06,payment_retry,s11815,ios,west,432,TRUE,1
ae00601,c0503,o00374,06/01/2025 09:15,delivery_instruction_update,s37139,android,north,850,TRUE,1
ae00602,c0278,o00559,29/11/2024 17:16,chat_opened,s47257,android,south,355,TRUE,1
ae00603,c0232,o00960,04/07/2024 16:58,search_route,s62391,web,south,552,TRUE,1
ae00604,c0378,o00338,05/05/2024 23:01,search_route,s93133,ios,ctr,266,TRUE,1
ae00605,c0576,o01052,20/07/2024 03:58,chat_escalated,s79827,web,north,235,FALSE,0
ae00606,c0442,o00536,20/01/2025 17:25,eta_refresh,s68063,ios,south,394,TRUE,1
ae00607,c0128,o01228,05/10/2024 00:14,eta_refresh,s70979,ios,north,609,TRUE,1
ae00608,c0032,o00812,21/10/2025 12:26,eta_refresh,s22172,web,riverside,60,TRUE,1
ae00609,c0003,o00895,27/06/2025 12:45,payment_retry,s43719,ios,riverside,715,TRUE,1
ae00611,c0038,o00716,01/11/2024 15:56,track_order,s52284,android,riverside,60,TRUE,1
ae00612,c0446,o00508,26/07/2024 04:10,track_order,s42727,web,west,605,TRUE,1
ae00613,c0263,o00620,03/03/2025 17:24,search_route,s70320,android,west,355,TRUE,1
ae00614,c0351,o00652,01/05/2024 01:28,eta_refresh,s73106,android,ctr,154,TRUE,1
ae00615,c0450,o00983,04/09/2025 00:03,eta_refresh,s99323,ios,west,322,TRUE,1
ae00616,c0340,o00578,08/04/2025 21:34,delivery_instruction_update,s42991,android,south,569,TRUE,1
ae00618,c0058,o01053,14/05/2025 10:54,track_order,s64470,ios,north,294,TRUE,1
ae00619,c0279,o00904,14/03/2024 15:05,cancel_attempt,s29439,ios,west,551,TRUE,1
ae00620,c0017,o01083,02/08/2025 12:06,track_order,s69072,android,north,448,TRUE,1
ae00621,c0141,o01114,30/10/2025 17:01,delivery_instruction_update,s54683,android,east,778,TRUE,1
ae00623,c0168,o00809,04/01/2025 07:15,track_order,s80005,android,airport,444,TRUE,1
ae00624,c0214,o00374,27/06/2025 06:15,delivery_instruction_update,s81380,ios,airport,1285,TRUE,1
ae00625,c0650,o00427,18/08/2024 13:02,search_route,s41166,android,south,333,TRUE,1
ae00626,c0159,o00492,29/09/2024 13:26,track_order,s38639,android,west,414,TRUE,1
ae00628,c0264,o00101,06/05/2025 06:56,eta_refresh,s90532,android,east,462,TRUE,1
ae00629,c0412,o01113,29/08/2025 10:33,track_order,s17041,android,west,211,TRUE,1
ae00630,c0161,o00372,18/06/2025 06:26,chat_opened,s53370,ios,south,60,TRUE,1
ae00631,c0106,o00340,03/04/2024 16:30,chat_escalated,s75165,ios,south,313,TRUE,1
ae00632,c0459,o00658,03/10/2024 01:10,chat_opened,s57477,android,south,283,TRUE,1
ae00633,c0298,o00533,22/07/2024 05:38,delivery_instruction_update,s42849,web,north,242,TRUE,1
ae00635,c0175,o00485,04/09/2025 14:17,delivery_instruction_update,s65669,ios,north,245,TRUE,1
ae00636,c0431,o00575,07/12/2025 01:24,chat_opened,s12829,web,south,172,TRUE,1
ae00637,c0550,o01112,22/05/2024 07:43,search_route,s63179,web,central,535,TRUE,1
ae00638,c0184,o01227,08/09/2024 23:22,eta_refresh,s73176,android,east,758,TRUE,1
ae00639,c0191,o00991,06/01/2025 07:47,eta_refresh,s77218,android,ctr,223,TRUE,1
