customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
c0465,65,airport,consumer,2025-09-05,82.4,63.5,app,active
c0466,26,north,consumer,2024-07-27,32.5,16.7,app,active
c0467,49,west,enterprise,2024-12-01,58.7,31.7,web,active
c0468,45,east,consumer,2025-01-15,39.7,77.4,web,dormant
c0470,39,east,sme,2024-02-02,45.1,57.8,app,active
c0471,42,north,consumer,2025-05-10,59.9,28.0,app,dormant
c0472,21,south,sme,2024-04-13,47.1,88.8,app,dormant
c0473,72,airport,consumer,2025-07-17,39.8,78.2,web,active
c0474,40,central,consumer,2025-06-30,65.5,72.0,app,active
c0475,47,central,consumer,2024-06-16,81.9,37.5,app,active
c0476,59,north,consumer,2024-10-04,66.0,69.6,app,active
c0477,53,south,sme,2025-11-14,62.2,80.4,partner api,active
c0478,43,north,consumer,2024-02-22,43.6,52.4,app,active
c0479,48,north,enterprise,2025-08-03,59.1,53.9,app,active
c0480,26,north,enterprise,2025-03-02,67.6,49.6,app,dormant
c0482,73,riverside,enterprise,2025-02-04,74.8,54.1,web,active
c0483,24,south,enterprise,2024-07-27,59.7,52.6,app,active
c0484,23,south,consumer,2024-06-09,66.0,31.0,web,active
c0485,41,riverside,sme,2024-04-02,52.4,27.0,app,active
c0486,50,west,enterprise,2025-01-08,52.5,76.4,app,active
c0487,61,east,sme,2024-06-15,63.9,88.5,web,active
c0488,63,west,consumer,2024-02-22,66.5,75.0,web,active
c0489,49,south,consumer,2025-10-18,65.9,85.5,app,active
c0490,78,central,consumer,2025-08-09,44.0,48.3,web,active
c0491,60,central,consumer,2025-01-14,48.6,57.6,web,active
c0492,22,west,consumer,2024-06-24,60.0,65.6,phone,active
c0493,76,airport,consumer,2024-10-17,30.6,55.4,web,active
c0494,34,north,consumer,2024-06-24,77.0,90.3,phone,active
c0495,20,central,consumer,2025-01-27,65.3,33.3,app,dormant
c0496,23,riverside,consumer,2024-07-21,60.9,47.6,app,active
c0497,65,north,consumer,2024-02-14,48.8,51.9,app,active
c0498,73,west,enterprise,2024-02-24,73.4,45.1,app,active
c0499,40,central,consumer,2025-10-13,55.9,74.5,app,active
c0500,47,east,consumer,2025-12-30,90.6,20.6,app,active
c0501,42,riverside,sme,2024-06-13,66.5,80.1,app,active
c0502,38,west,sme,2024-08-15,36.3,75.7,app,active
c0503,38,west,consumer,2025-09-21,71.8,64.5,app,active
c0504,66,riverside,consumer,2025-04-29,51.7,85.1,app,active
c0505,36,north,consumer,2024-08-11,51.9,100.0,phone,active
c0506,19,airport,enterprise,2025-06-14,56.3,62.0,app,active
c0507,32,north,consumer,2025-01-02,58.1,72.4,app,active
c0508,76,east,consumer,2024-09-09,64.2,66.0,app,active
c0510,42,west,consumer,2025-07-29,67.4,49.0,app,active
c0511,23,north,consumer,2025-11-14,48.5,45.0,app,active
c0512,59,east,consumer,2025-02-03,38.5,70.2,web,active
c0513,50,east,consumer,2025-07-17,47.2,48.8,app,active
c0514,22,riverside,consumer,2024-11-09,65.9,76.4,app,active
c0515,38,riverside,consumer,2024-11-11,74.0,73.9,phone,active
c0516,49,central,consumer,2025-03-11,88.9,50.3,web,active
c0517,66,riverside,consumer,2025-01-11,38.5,65.7,app,active
c0518,62,airport,consumer,2025-03-24,61.4,60.3,app,active
c0519,64,east,enterprise,2024-01-04,56.4,56.2,phone,active
c0520,50,north,consumer,2025-04-21,53.6,80.4,partner api,active
c0521,47,central,consumer,2025-09-25,62.3,59.6,phone,active
c0522,28,east,consumer,2024-07-02,56.1,63.3,app,suspended
c0523,77,north,consumer,2024-04-19,55.8,22.0,web,active
c0524,67,riverside,consumer,2025-01-02,49.7,70.2,phone,active
c0525,68,riverside,consumer,2024-04-03,66.4,31.6,app,active
c0526,70,west,consumer,2025-06-06,76.9,51.6,partner api,active
c0527,73,central,consumer,2024-02-11,86.2,89.5,web,active
c0528,45,central,consumer,2024-03-25,51.6,92.8,app,active
c0529,41,riverside,sme,2025-06-07,43.2,51.5,app,active
c0530,28,west,sme,2025-05-31,55.9,35.1,partner api,active
c0531,74,central,sme,2024-05-19,46.7,66.5,partner api,dormant
c0532,73,south,consumer,2024-03-08,76.5,51.4,phone,active
c0533,35,south,consumer,2025-12-10,46.9,65.4,app,active
c0534,58,west,consumer,2024-05-14,61.2,33.4,app,active
c0535,39,south,consumer,2024-06-18,38.6,80.2,web,active
c0536,56,north,consumer,2024-08-14,54.5,88.4,app,active
c0537,26,east,consumer,2024-12-25,63.1,31.5,phone,dormant
c0538,28,central,enterprise,2024-09-15,84.5,44.3,app,dormant
c0539,21,south,consumer,2025-09-20,49.0,45.8,web,dormant
c0540,75,airport,consumer,2025-04-12,66.0,72.9,web,active
c0541,48,central,consumer,2025-05-29,26.8,21.6,app,active
c0542,73,central,consumer,2025-08-29,40.7,62.9,phone,active
c0543,20,riverside,consumer,2025-06-02,47.0,54.7,app,dormant
c0544,72,north,consumer,2025-01-16,52.1,44.0,app,active
c0545,18,south,consumer,2024-07-05,66.9,72.4,app,active
c0546,67,riverside,consumer,2025-10-13,70.1,22.0,web,active
c0547,55,riverside,sme,2024-12-01,34.3,33.0,web,active
c0548,56,north,enterprise,2024-09-27,68.5,44.1,app,active
c0549,54,airport,consumer,2025-06-27,42.2,72.5,app,active
c0550,39,north,consumer,2025-01-03,89.4,52.4,app,active
c0551,51,north,sme,2025-06-17,65.0,43.3,app,active
c0552,41,north,consumer,2024-04-17,62.4,68.2,app,active
c0553,23,south,consumer,2025-10-06,57.2,49.9,app,active
c0554,37,east,consumer,2025-01-15,59.5,46.8,app,active
c0555,58,riverside,consumer,2025-01-12,60.0,53.3,partner api,active
c0556,20,east,consumer,2025-01-03,48.9,65.5,web,dormant
c0557,44,north,sme,2024-03-24,71.9,100.0,app,active
c0558,23,south,consumer,2024-06-29,64.3,38.5,phone,active
c0559,72,north,consumer,2024-02-19,72.0,64.4,partner api,active
c0560,29,north,sme,2025-06-12,59.0,56.2,web,active
c0561,65,east,consumer,2025-10-16,70.9,54.3,app,active
c0562,56,west,consumer,2025-11-10,47.9,88.0,phone,active
c0563,51,south,consumer,2024-01-02,99.0,73.9,phone,dormant
c0564,64,east,consumer,2024-08-14,48.6,72.0,web,active
c0565,38,north,sme,2025-09-22,52.8,50.7,app,dormant
c0566,21,central,consumer,2025-03-03,75.4,43.2,app,active
c0567,74,east,consumer,2024-02-18,79.7,64.9,app,active
c0568,22,south,consumer,2024-08-20,47.2,53.9,app,active
c0569,24,west,consumer,2024-02-16,33.4,48.5,app,active
c0570,41,south,enterprise,2024-01-03,37.6,72.1,app,active
c0571,33,south,consumer,2024-11-07,44.1,36.5,phone,active
c0572,66,north,enterprise,2024-12-31,47.4,45.6,app,active
c0573,47,airport,sme,2025-02-27,57.3,74.4,app,active
c0574,54,south,sme,2025-08-26,76.4,57.9,app,active
c0575,25,riverside,consumer,2025-01-10,77.2,72.1,web,active
c0576,65,east,sme,2025-05-01,50.2,43.3,app,dormant
c0577,56,north,consumer,2024-01-15,68.6,72.9,app,active
c0578,63,central,sme,2024-06-01,74.1,46.0,app,active
c0579,61,central,consumer,2024-03-06,82.4,85.3,app,active
c0580,24,riverside,consumer,2025-11-12,57.4,74.6,phone,active
c0581,78,north,consumer,2024-09-27,48.1,68.4,app,dormant
c0582,29,airport,consumer,2025-10-22,71.9,88.7,phone,active
c0583,23,airport,consumer,2024-12-24,84.2,66.2,app,dormant
c0584,66,east,consumer,2025-08-15,51.5,47.6,partner api,active
c0585,42,west,consumer,2025-06-14,91.1,89.1,app,active
c0586,47,central,consumer,2024-09-11,87.4,66.2,app,active
c0587,28,south,consumer,2024-01-01,55.7,82.8,app,active
c0588,47,riverside,sme,2025-06-28,34.8,62.6,web,active
c0589,69,central,consumer,2024-07-09,50.4,81.8,app,dormant
c0590,68,airport,sme,2024-02-29,54.3,43.3,app,active
c0592,54,west,consumer,2024-07-20,33.2,33.1,app,active
c0593,67,south,sme,2024-07-23,98.8,74.2,phone,active
c0594,70,east,consumer,2025-10-20,97.4,22.5,web,active
c0595,72,central,consumer,2025-10-18,48.3,26.0,phone,active
c0596,43,riverside,consumer,2025-09-19,30.1,32.9,partner api,dormant
c0597,74,north,consumer,2024-11-12,57.2,64.3,phone,active
c0598,28,north,consumer,2025-10-02,66.7,68.2,app,active
c0599,40,north,consumer,2025-05-04,81.4,44.4,app,active
c0600,34,east,consumer,2024-01-07,71.3,74.8,app,active
c0601,34,airport,consumer,2025-03-23,56.7,66.0,phone,active
c0602,52,south,sme,2025-04-21,28.4,82.9,app,active
c0603,34,west,enterprise,2025-11-02,68.1,77.9,web,active
c0604,30,west,consumer,2024-08-19,73.4,46.9,app,active
c0605,21,airport,consumer,2024-08-25,54.9,63.8,app,active
c0606,68,south,consumer,2024-05-06,64.3,56.9,app,active
c0607,44,north,consumer,2025-12-12,63.1,68.8,app,active
c0608,46,west,sme,2024-02-23,56.0,63.9,phone,active
c0609,70,east,consumer,2025-07-21,41.4,60.5,phone,active
c0610,55,south,consumer,2025-12-03,65.3,73.5,app,active
c0611,43,airport,consumer,2024-10-29,37.2,61.2,partner api,active
c0612,53,central,consumer,2024-08-10,82.3,74.0,app,active
c0613,40,north,consumer,2025-06-03,45.5,60.7,app,suspended
c0615,19,airport,consumer,2024-07-26,48.2,77.6,app,active
c0616,49,riverside,consumer,2024-11-30,65.9,78.2,phone,active
c0617,59,north,enterprise,2025-02-02,56.5,83.6,app,active
c0618,64,airport,consumer,2024-09-01,68.4,72.1,phone,active
c0619,48,north,consumer,2025-10-07,47.2,56.1,app,active
c0620,46,central,consumer,2025-07-03,33.7,63.7,phone,active
c0621,78,central,consumer,2025-06-27,55.3,63.1,app,active
c0622,22,riverside,consumer,2024-01-28,54.2,26.8,phone,dormant
c0623,53,central,sme,2024-08-27,35.8,38.8,phone,active
c0624,74,north,consumer,2024-11-11,48.8,89.0,web,active
c0625,66,central,consumer,2025-09-29,33.0,59.0,phone,active
c0626,45,south,consumer,2025-08-01,61.6,6.0,phone,active
c0627,54,airport,consumer,2024-02-03,53.8,57.9,phone,active
c0628,75,north,consumer,2024-04-19,60.0,63.2,web,dormant
c0629,67,east,sme,2024-06-14,99.0,36.8,partner api,active
c0630,57,central,enterprise,2025-12-18,62.3,100.0,web,active
c0631,44,north,consumer,2024-02-12,65.8,81.4,web,active
c0632,27,central,consumer,2025-10-20,69.8,75.5,app,active
c0633,44,central,consumer,2025-12-14,57.6,56.5,partner api,active
c0634,47,central,consumer,2024-02-17,50.3,69.2,app,active
c0635,68,riverside,enterprise,2025-08-27,73.9,76.1,web,active
c0636,60,east,consumer,2025-06-30,76.3,69.1,app,suspended
c0637,70,north,sme,2025-12-29,13.1,47.4,web,active
c0638,37,south,sme,2024-09-09,57.2,63.6,app,active
c0639,22,east,consumer,2024-04-24,54.4,62.5,app,active
c0640,55,north,sme,2025-10-11,50.8,65.6,web,dormant
c0641,46,central,consumer,2025-10-08,79.7,40.3,app,active
c0642,59,north,sme,2025-05-03,51.2,65.0,web,active
c0643,33,north,consumer,2024-04-10,73.6,60.0,web,active
c0644,46,riverside,consumer,2024-10-28,51.1,64.4,app,active
c0645,33,airport,sme,2025-03-09,53.2,63.7,web,active
c0646,64,south,sme,2024-12-25,71.4,32.6,app,active
c0648,47,airport,consumer,2025-01-11,57.2,74.0,app,active
c0649,75,central,enterprise,2025-09-08,42.1,34.4,app,active
c0650,19,south,consumer,2024-10-21,45.6,58.0,app,dormant
