order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
o00337,c0463,retail,2024-11-05 04:32:00,6,west,airport,critical,68.13,app,True
o00338,c0648,passenger,2024-12-26 03:48:00,6,riverside,riverside,medium,38.31,app,False
o00339,c0301,medical,2024-06-21 14:43:00,2,airport,north,high,238.92,web,False
o00340,c0127,retail,2025-02-10 02:26:00,2,ctr,airport,high,89.8,app,False
o00341,c0026,retail,2024-12-13 20:58:00,4,riverside,east,medium,36.59,app,False
o00342,c0643,passenger,2025-11-12 22:25:00,6,north,south,low,187.9,web,False
o00343,c0184,business,2024-12-09 01:37:00,2,ctr,south,medium,81.36,app,False
o00344,c0594,parcel,2024-08-28 06:50:00,6,central,north,medium,104.62,api,True
o00345,c0337,retail,2025-10-04 22:00:00,6,east,central,high,27.35,phone,False
o00346,c0500,retail,2024-02-08 04:32:00,2,riverside,east,medium,84.74,app,False
o00348,c0372,parcel,2025-03-16 22:06:00,2,north,south,high,58.25,web,False
o00349,c0161,business,2024-01-21 01:57:00,2,north,central,medium,55.21,api,False
o00350,c0197,retail,2024-11-20 02:56:00,4,east,west,high,13.42,app,False
o00351,c0259,parcel,2024-04-22 03:31:00,1,airport,west,medium,20.77,web,True
o00352,c0097,parcel,2024-05-19 16:27:00,4,airport,north,low,271.29,app,False
o00353,c0354,business,2024-01-03 05:14:00,4,west,airport,low,135.85,phone,False
o00354,c0154,parcel,2025-12-02 17:09:00,2,east,riverside,low,78.37,web,False
o00355,c0006,passenger,2025-10-10 23:34:00,4,riverside,riverside,medium,59.47,app,False
o00356,c0430,medical,2025-05-27 03:33:00,4,riverside,airport,medium,64.6,app,False
o00357,c0608,retail,2024-12-28 15:58:00,2,central,south,medium,171.28,phone,False
o00358,c0273,passenger,2024-03-20 11:13:00,4,riverside,central,low,94.51,app,False
o00359,c0048,passenger,2024-08-17 23:04:00,24,east,central,high,134.58,web,False
o00360,c0506,passenger,2024-10-06 22:11:00,1,central,central,high,111.56,app,False
o00361,c0345,business,2024-01-16 08:17:00,1,east,south,low,256.22,app,False
o00362,c0586,medical,2024-03-11 01:12:00,4,central,riverside,high,43.69,phone,False
o00363,c0230,passenger,2025-06-04 01:26:00,4,riverside,south,high,35.91,app,True
o00364,c0354,medical,2025-07-23 11:17:00,12,west,central,critical,114.81,app,False
o00365,c0237,medical,2024-01-11 10:44:00,4,east,west,low,21.18,phone,True
o00366,c0592,business,2024-02-12 20:29:00,24,central,south,high,52.46,app,False
o00367,c0162,passenger,2025-07-11 09:35:00,4,south,north,high,46.71,phone,False
o00368,c0552,business,2024-12-04 22:26:00,4,central,north,high,89.38,app,True
o00369,c0093,business,2024-10-02 12:27:00,6,ctr,riverside,medium,70.75,phone,False
o00370,c0021,parcel,2024-11-21 17:26:00,4,south,south,high,74.04,phone,False
o00371,c0530,business,2025-01-27 04:24:00,4,north,north,medium,73.83,web,True
o00372,c0536,parcel,2025-01-29 13:51:00,2,south,riverside,low,57.99,app,True
o00373,c0372,parcel,2024-05-26 20:00:00,24,north,central,medium,95.4,app,False
o00374,c0343,parcel,2024-09-01 19:32:00,24,north,riverside,medium,93.34,web,False
o00375,c0012,medical,2024-09-17 22:39:00,4,central,east,high,150.39,phone,False
o00376,c0286,passenger,2025-01-21 07:52:00,12,north,west,critical,33.38,api,False
o00377,c0131,retail,2024-07-22 21:07:00,12,airport,east,medium,213.06,app,True
o00378,c0485,retail,2024-03-29 19:50:00,6,north,north,high,172.56,web,True
o00379,c0648,parcel,2024-02-04 22:03:00,4,north,east,medium,52.58,web,False
o00380,c0057,passenger,2025-02-19 22:35:00,6,north,north,low,95.96,app,False
o00381,c0420,parcel,2024-11-28 21:41:00,24,east,west,low,67.67,web,False
o00382,c0463,retail,2025-03-29 17:42:00,6,central,riverside,high,54.18,api,False
o00383,c0442,retail,2024-11-19 14:36:00,4,west,east,critical,109.08,app,False
o00384,c0469,medical,2024-01-01 15:47:00,4,ctr,central,low,12.58,web,False
o00385,c0646,passenger,2025-10-24 15:32:00,4,riverside,riverside,medium,226.69,phone,False
o00386,c0250,medical,2024-12-16 18:34:00,6,central,ctr,medium,95.67,web,False
o00387,c0470,passenger,2025-01-24 07:52:00,1,south,east,high,107.34,phone,False
o00388,c0292,retail,2025-10-06 23:55:00,4,north,riverside,high,66.17,app,False
o00389,c0361,passenger,2025-01-22 11:45:00,4,central,riverside,low,65.05,app,False
o00390,c0150,passenger,2024-03-06 12:33:00,6,north,north,medium,42.46,web,False
o00391,c0541,retail,2024-09-29 19:42:00,1,west,riverside,high,12.76,api,False
o00392,c0356,retail,2025-11-24 10:04:00,6,east,riverside,medium,73.04,app,False
o00393,c0573,parcel,2025-10-05 17:42:00,4,central,east,low,64.93,web,False
o00394,c0479,retail,2024-08-16 19:48:00,12,airport,west,medium,71.08,app,True
o00395,c0060,passenger,2024-09-28 08:58:00,1,west,east,medium,20.16,web,False
o00396,c0475,retail,2025-04-29 23:22:00,12,central,east,medium,63.67,app,False
o00397,c0417,parcel,2025-06-18 18:30:00,12,airport,south,medium,42.94,app,True
o00398,c0382,business,2025-08-07 07:09:00,4,east,airport,medium,56.33,app,False
o00399,c0644,parcel,2024-03-08 16:23:00,4,central,airport,low,30.74,app,False
o00400,c0426,retail,2025-06-20 06:33:00,6,north,east,high,145.15,web,True
o00401,c0252,medical,2024-06-22 11:15:00,24,east,airport,low,28.61,web,False
o00402,c0104,retail,2025-11-20 05:09:00,4,west,east,medium,121.87,app,True
o00403,c0573,business,2025-11-08 14:11:00,4,riverside,airport,critical,44.48,api,True
o00404,c0139,passenger,2025-10-17 20:55:00,1,south,airport,medium,213.39,phone,False
o00405,c0055,business,2024-02-14 10:24:00,6,ctr,riverside,critical,142.88,app,False
o00406,c0631,retail,2025-01-05 13:07:00,2,airport,riverside,critical,59.17,app,False
o00407,c0575,medical,2025-02-23 04:44:00,12,west,ctr,high,189.02,web,False
o00408,c0446,parcel,2024-09-14 12:06:00,24,north,west,high,58.75,app,False
o00409,c0065,passenger,2025-01-08 11:42:00,6,south,north,medium,38.48,app,False
o00410,c0174,medical,2025-06-19 16:19:00,1,east,west,medium,39.34,phone,True
o00411,c0497,business,2025-04-08 21:05:00,4,central,central,medium,71.11,app,False
o00412,c0601,passenger,2024-10-08 12:18:00,6,north,airport,critical,54.76,app,False
o00413,c0183,passenger,2025-04-01 22:07:00,4,airport,north,low,35.52,app,False
o00414,c0023,parcel,2025-04-05 20:30:00,6,south,west,medium,283.98,app,False
o00415,c0591,retail,2024-06-27 16:09:00,4,ctr,riverside,medium,19.76,app,False
o00416,c0552,medical,2024-01-07 21:08:00,2,airport,airport,high,26.83,app,False
o00418,c0467,passenger,2025-11-07 07:39:00,12,riverside,south,critical,46.83,web,False
o00419,c0013,retail,2025-01-14 16:21:00,24,west,east,medium,187.6,app,False
o00420,c0506,business,2025-01-25 08:01:00,4,riverside,east,low,40.04,phone,False
o00421,c0599,parcel,2025-07-23 06:00:00,24,riverside,east,medium,37.25,app,False
o00422,c0034,passenger,2025-08-07 08:03:00,6,central,west,medium,15.05,app,False
o00423,c0403,passenger,2025-08-27 05:19:00,2,south,riverside,high,189.36,phone,False
o00424,c0563,business,2025-07-11 08:58:00,12,riverside,west,medium,43.18,app,False
o00425,c0550,passenger,2024-11-27 08:15:00,4,airport,east,high,78.8,web,False
o00426,c0383,business,2024-09-28 14:05:00,2,riverside,riverside,low,82.0,web,False
o00427,c0151,parcel,2025-06-21 20:31:00,1,ctr,west,medium,166.06,app,False
o00428,c0275,medical,2024-03-31 06:08:00,1,west,airport,high,72.42,web,False
o00429,c0466,passenger,2025-03-09 09:39:00,1,riverside,south,medium,20.27,app,False
o00430,c0029,retail,2025-01-15 01:45:00,12,central,south,medium,40.49,api,False
o00431,c0425,retail,2025-03-29 12:23:00,4,south,riverside,medium,24.45,app,False
o00432,c0648,retail,2024-02-12 22:48:00,4,central,west,high,158.21,web,False
o00433,c0633,retail,2024-10-29 13:27:00,12,ctr,central,medium,85.59,phone,False
o00434,c0500,parcel,2025-10-25 19:51:00,1,airport,riverside,high,45.89,app,False
o00435,c0102,retail,2024-09-19 11:15:00,4,south,ctr,medium,47.28,phone,True
o00436,c0218,medical,2025-01-29 18:08:00,1,airport,north,critical,56.57,web,False
o00437,c0618,retail,2025-09-25 06:54:00,4,airport,riverside,medium,98.88,app,False
o00438,c0491,business,2025-12-29 18:23:00,4,north,west,low,27.39,phone,False
o00439,c0577,medical,2024-03-05 21:13:00,1,north,ctr,high,53.87,web,False
o00440,c0032,passenger,2024-12-03 02:05:00,12,east,east,high,56.81,app,False
o00441,c0509,passenger,2025-04-01 12:25:00,12,east,central,critical,77.58,app,False
o00442,c0080,business,2025-06-22 13:31:00,4,ctr,west,high,81.32,api,True
o00443,c0378,parcel,2025-10-20 00:06:00,12,north,riverside,medium,63.8,app,True
o00444,c0319,retail,2025-08-30 18:29:00,4,west,airport,medium,23.99,phone,False
o00445,c0054,passenger,2025-04-18 22:53:00,2,south,riverside,high,68.98,app,False
o00446,c0172,passenger,2025-03-22 13:30:00,12,airport,east,medium,233.36,web,False
o00447,c0082,retail,2024-06-29 02:28:00,1,west,east,medium,24.57,phone,False
o00448,c0487,medical,2025-02-11 15:08:00,4,central,north,low,68.78,web,False
o00449,c0544,passenger,2025-06-08 00:42:00,2,north,airport,low,102.53,app,False
o00450,c0527,retail,2024-08-25 23:12:00,2,riverside,riverside,low,31.33,app,False
o00451,c0012,retail,2025-02-15 17:02:00,12,east,riverside,critical,97.23,phone,False
o00452,c0583,passenger,2025-11-27 09:35:00,2,central,central,medium,56.63,phone,True
o00453,c0224,retail,2024-12-04 12:49:00,6,south,west,medium,27.48,phone,False
o00454,c0251,medical,2025-04-15 03:05:00,12,west,north,medium,51.66,app,False
o00455,c0178,passenger,2024-08-14 02:36:00,6,airport,airport,high,144.79,app,False
o00456,c0124,parcel,2024-01-16 03:31:00,2,east,riverside,high,87.85,app,False
o00457,c0396,parcel,2024-03-31 06:36:00,12,east,east,medium,123.49,app,False
o00458,c0546,parcel,2025-04-10 01:52:00,12,ctr,east,high,87.24,api,False
o00459,c0478,retail,2025-11-28 06:45:00,24,south,south,low,203.99,app,False
o00460,c0097,passenger,2024-12-09 15:55:00,4,central,north,low,72.35,web,False
o00461,c0153,passenger,2024-02-26 17:44:00,4,west,east,critical,55.94,web,False
o00462,c0381,parcel,2025-03-03 18:08:00,6,riverside,east,medium,55.77,app,False
o00463,c0370,medical,2025-02-20 01:55:00,2,east,central,low,96.83,app,False
o00464,c0063,parcel,2025-10-03 04:20:00,2,south,east,critical,51.61,phone,False
o00465,c0149,medical,2024-12-08 06:33:00,2,east,north,low,20.53,app,False
o00466,c0028,business,2024-01-07 05:34:00,6,west,airport,high,88.87,web,False
o00467,c0612,passenger,2024-10-08 16:16:00,2,north,south,high,193.9,web,False
o00468,c0062,retail,2024-03-29 10:24:00,2,east,south,medium,22.82,app,False
o00469,c0186,parcel,2024-09-18 21:54:00,4,east,east,low,92.55,app,False
o00470,c0265,business,2024-11-01 17:25:00,12,east,east,low,131.93,web,False
o00471,c0346,passenger,2025-06-07 13:43:00,6,east,airport,medium,69.38,web,False
o00472,c0636,parcel,2024-02-22 09:19:00,4,south,riverside,medium,287.3,web,False
o00473,c0266,medical,2024-09-11 12:51:00,2,east,airport,high,40.6,app,True
o00474,c0029,medical,2025-03-22 17:16:00,2,airport,central,medium,283.42,phone,False
o00475,c0498,passenger,2024-11-08 06:08:00,24,central,west,high,156.78,app,False
o00476,c0078,passenger,2024-02-23 06:34:00,24,west,east,low,89.17,app,False
o00477,c0441,passenger,2025-10-29 11:59:00,2,west,central,medium,189.25,phone,False
o00478,c0521,medical,2025-04-20 21:31:00,2,west,south,critical,160.09,app,False
o00479,c0226,retail,2025-12-27 18:09:00,12,central,north,low,87.76,app,False
o00480,c0088,passenger,2025-01-09 10:12:00,6,east,west,low,51.54,phone,False
o00481,c0010,retail,2025-04-12 22:35:00,1,south,west,medium,10.74,api,True
o00482,c0268,retail,2025-11-10 01:46:00,6,east,west,medium,114.62,phone,False
o00483,c0285,business,2024-11-17 00:34:00,1,riverside,north,medium,117.11,phone,False
o00484,c0152,parcel,2024-03-10 13:36:00,24,east,riverside,critical,134.61,app,False
o00485,c0168,passenger,2024-11-27 01:17:00,1,north,ctr,high,95.19,api,False
o00486,c0316,retail,2024-08-12 14:18:00,2,central,north,high,50.89,app,False
o00487,c0263,passenger,2024-07-24 22:13:00,4,riverside,west,medium,57.27,phone,False
o00488,c0050,medical,2025-08-29 19:29:00,4,north,south,low,111.27,phone,False
o00489,c0483,medical,2025-02-19 23:28:00,24,central,east,medium,41.11,web,True
o00490,c0562,retail,2024-07-27 06:03:00,4,north,south,low,73.56,app,False
o00491,c0460,business,2024-07-03 13:54:00,1,south,west,critical,41.62,app,True
o00492,c0243,retail,2025-10-16 03:03:00,6,west,south,critical,70.04,app,False
o00493,c0370,parcel,2024-05-20 02:52:00,6,east,north,critical,55.91,web,False
o00494,c0304,parcel,2025-09-02 15:11:00,1,east,airport,medium,50.08,app,False
o00495,c0590,passenger,2024-01-15 23:35:00,6,east,south,low,133.15,app,False
o00496,c0627,passenger,2024-06-17 15:14:00,4,south,airport,critical,117.66,app,False
o00497,c0631,medical,2025-11-21 23:43:00,12,south,ctr,low,169.24,app,False
o00498,c0081,retail,2024-10-28 06:34:00,4,south,ctr,medium,68.95,web,False
o00499,c0198,passenger,2024-06-11 04:49:00,4,east,central,medium,62.77,phone,False
o00500,c0131,retail,2024-07-30 16:06:00,12,north,west,low,64.83,app,False
o00501,c0547,retail,2025-04-21 03:12:00,1,ctr,east,low,36.69,web,True
o00502,c0169,parcel,2024-04-03 01:26:00,4,riverside,south,medium,61.9,app,False
o00503,c0242,passenger,2024-08-17 21:53:00,6,central,riverside,low,41.14,web,False
o00504,c0362,parcel,2024-09-20 22:57:00,2,ctr,east,low,47.18,app,False
o00505,c0319,retail,2025-03-29 21:27:00,12,airport,west,high,84.65,web,False
o00506,c0603,retail,2024-06-07 01:59:00,6,east,east,medium,33.03,phone,False
o00507,c0484,parcel,2025-12-13 04:02:00,4,south,west,medium,62.89,app,False
o00508,c0584,parcel,2024-06-12 14:18:00,24,north,central,medium,68.61,phone,False
o00509,c0535,retail,2024-08-26 18:51:00,1,east,central,medium,160.38,phone,False
o00511,c0119,parcel,2024-06-06 09:58:00,24,west,west,high,150.89,api,False
o00512,c0242,parcel,2024-09-21 10:35:00,4,north,central,critical,10.74,app,False
o00513,c0202,passenger,2024-08-07 04:51:00,4,west,south,high,111.28,phone,True
o00514,c0280,passenger,2025-11-12 07:25:00,2,east,central,low,126.79,phone,False
o00515,c0578,retail,2024-02-03 10:24:00,6,north,north,medium,65.74,phone,False
o00516,c0473,passenger,2024-06-08 20:18:00,2,south,east,medium,117.13,app,False
o00517,c0015,medical,2024-08-16 20:34:00,4,south,west,low,49.24,app,False
o00518,c0112,medical,2025-12-11 02:12:00,12,north,east,high,61.85,web,False
o00519,c0437,passenger,2025-04-20 04:46:00,2,south,riverside,low,47.89,phone,False
o00520,c0539,passenger,2024-07-07 13:21:00,2,central,airport,low,36.42,app,False
o00521,c0109,parcel,2025-11-26 12:07:00,1,airport,south,high,76.48,web,False
o00522,c0594,passenger,2024-02-09 11:07:00,24,riverside,central,medium,152.25,phone,False
o00523,c0181,medical,2025-11-04 06:41:00,6,airport,airport,low,82.31,web,True
o00524,c0052,passenger,2025-06-20 16:04:00,4,airport,riverside,medium,40.41,app,True
o00525,c0223,parcel,2024-10-24 15:22:00,1,south,airport,high,29.46,app,False
o00526,c0630,parcel,2024-01-19 15:56:00,4,airport,west,low,69.63,app,False
o00527,c0203,parcel,2024-04-05 06:31:00,6,south,airport,medium,65.29,app,True
o00528,c0152,passenger,2024-10-13 09:38:00,12,central,ctr,medium,126.48,app,False
o00529,c0422,retail,2025-08-20 17:48:00,4,east,airport,medium,355.62,app,False
o00530,c0618,medical,2024-03-31 06:08:00,4,airport,north,low,45.66,app,True
o00531,c0013,business,2025-04-26 08:49:00,24,airport,airport,high,157.07,app,False
o00532,c0527,retail,2024-08-20 18:59:00,2,riverside,ctr,low,55.72,phone,False
o00533,c0338,retail,2024-11-03 01:37:00,4,ctr,north,medium,74.26,app,False
o00534,c0159,parcel,2025-09-05 03:00:00,2,airport,ctr,critical,188.05,app,True
o00535,c0093,retail,2024-12-18 06:09:00,6,riverside,riverside,medium,24.09,app,False
o00536,c0372,medical,2025-11-03 09:03:00,12,west,central,low,204.12,web,True
o00537,c0153,business,2024-06-25 10:22:00,6,central,ctr,medium,50.23,web,True
o00538,c0377,business,2025-04-05 15:15:00,1,west,ctr,high,50.6,app,False
o00539,c0098,business,2024-12-03 23:23:00,6,ctr,east,high,167.91,app,False
o00540,c0232,retail,2024-07-02 03:50:00,4,east,west,high,142.72,web,False
o00541,c0272,retail,2024-11-01 02:46:00,4,west,east,low,126.42,app,False
o00542,c0504,passenger,2025-07-26 14:06:00,4,central,east,low,76.58,app,True
o00543,c0468,passenger,2025-07-18 03:50:00,4,airport,riverside,medium,68.06,app,False
o00544,c0212,retail,2024-06-14 19:25:00,24,central,west,low,53.15,phone,False
o00545,c0211,parcel,2025-04-17 01:02:00,24,central,north,low,100.18,web,False
o00546,c0242,business,2024-02-10 16:37:00,24,riverside,south,high,51.06,api,True
o00547,c0640,retail,2024-04-09 13:41:00,24,central,south,high,43.73,app,False
o00548,c0105,passenger,2025-12-14 04:26:00,2,airport,east,medium,34.87,phone,False
o00549,c0119,business,2025-08-14 11:04:00,6,east,west,medium,86.89,phone,False
o00550,c0502,business,2025-01-18 23:42:00,24,central,riverside,medium,64.79,web,True
o00551,c0317,retail,2024-06-16 11:10:00,6,ctr,east,high,82.67,phone,False
o00552,c0341,passenger,2025-11-09 02:21:00,4,riverside,south,low,76.7,app,False
o00553,c0408,retail,2024-01-06 20:55:00,6,north,riverside,high,32.16,app,False
o00554,c0117,medical,2025-05-06 09:09:00,2,airport,riverside,high,129.89,app,False
o00555,c0233,retail,2024-09-24 03:06:00,6,west,south,medium,234.04,app,False
o00556,c0643,business,2024-09-01 03:09:00,2,riverside,airport,medium,101.94,app,True
o00557,c0079,passenger,2025-05-23 08:34:00,24,riverside,riverside,low,176.32,web,False
o00558,c0057,parcel,2025-07-08 03:20:00,1,riverside,central,critical,99.68,app,False
o00559,c0167,business,2025-04-24 07:10:00,12,north,east,medium,107.27,phone,False
o00560,c0260,passenger,2025-08-05 17:02:00,6,riverside,east,medium,62.52,web,True
o00561,c0595,retail,2025-06-02 08:23:00,4,central,airport,high,86.87,app,False
o00563,c0284,parcel,2025-07-22 06:08:00,6,airport,riverside,low,40.2,web,False
o00564,c0535,retail,2024-09-02 23:55:00,12,north,ctr,medium,59.68,app,False
o00565,c0600,parcel,2025-07-01 16:15:00,1,north,south,low,155.2,phone,False
o00566,c0455,parcel,2024-04-07 00:06:00,6,ctr,central,medium,97.68,phone,False
o00567,c0144,retail,2024-02-24 15:50:00,24,south,riverside,low,33.6,phone,False
o00568,c0412,passenger,2025-12-19 18:13:00,6,central,riverside,medium,119.95,phone,False
o00569,c0467,parcel,2025-12-06 23:14:00,6,central,airport,critical,104.77,app,False
o00570,c0379,parcel,2024-03-30 05:09:00,2,riverside,riverside,medium,56.89,phone,False
o00571,c0213,passenger,2024-09-27 00:27:00,24,central,riverside,medium,64.21,web,False
o00572,c0202,parcel,2025-02-06 19:33:00,4,west,riverside,high,134.79,app,True
o00573,c0269,retail,2024-04-22 09:36:00,4,central,central,high,150.38,app,False
o00574,c0110,retail,2024-05-03 02:42:00,6,riverside,north,medium,59.99,app,False
o00575,c0179,retail,2025-08-15 06:14:00,12,riverside,riverside,medium,30.5,phone,False
o00576,c0393,retail,2024-09-06 19:49:00,6,south,south,medium,113.92,app,False
o00577,c0641,parcel,2025-06-09 22:52:00,2,airport,east,high,16.62,phone,True
o00578,c0639,retail,2024-03-04 07:04:00,4,ctr,central,high,18.53,app,False
o00579,c0624,medical,2025-09-05 10:06:00,4,airport,south,low,24.91,phone,False
o00580,c0461,retail,2024-02-12 06:39:00,1,west,riverside,critical,78.71,app,False
o00581,c0495,passenger,2025-12-09 05:52:00,12,north,south,low,138.33,app,False
o00582,c0275,parcel,2024-11-06 10:05:00,2,south,central,medium,48.36,phone,False
o00583,c0469,retail,2025-04-17 18:58:00,6,south,riverside,medium,89.45,web,True
o00584,c0377,retail,2024-07-06 00:20:00,6,airport,west,medium,137.29,app,False
o00585,c0160,medical,2025-02-25 13:02:00,1,south,riverside,medium,215.96,web,True
o00587,c0113,retail,2025-06-07 21:10:00,4,east,airport,high,115.16,web,False
o00588,c0515,passenger,2024-06-03 11:49:00,4,airport,airport,low,236.46,web,False
o00589,c0344,parcel,2024-05-23 06:12:00,6,riverside,central,high,81.6,phone,False
o00590,c0386,parcel,2024-08-12 21:21:00,2,north,north,medium,20.52,phone,False
o00591,c0228,passenger,2025-12-26 02:00:00,4,north,riverside,medium,15.8,app,True
o00592,c0563,business,2025-05-06 01:31:00,2,riverside,east,low,220.79,phone,False
o00593,c0406,passenger,2025-06-22 10:58:00,1,central,riverside,high,63.86,phone,False
o00594,c0116,retail,2024-03-11 19:40:00,4,central,east,medium,149.86,app,True
o00595,c0377,business,2024-03-05 06:55:00,12,south,airport,medium,71.08,app,True
o00596,c0394,parcel,2025-10-02 01:54:00,12,south,east,low,119.64,app,False
o00597,c0238,parcel,2025-01-09 13:05:00,6,north,north,high,169.18,app,False
o00598,c0621,retail,2025-10-28 22:22:00,24,riverside,ctr,medium,201.88,app,False
o00599,c0077,passenger,2025-08-19 05:51:00,1,south,east,medium,179.87,app,False
o00600,c0476,parcel,2025-05-19 21:49:00,24,airport,north,low,235.8,app,False
o00601,c0335,retail,2025-05-23 04:16:00,6,north,south,low,49.24,phone,False
o00602,c0257,passenger,2025-12-11 09:57:00,6,ctr,airport,medium,127.09,web,False
o00603,c0351,parcel,2024-02-24 23:29:00,24,west,riverside,medium,66.39,app,False
o00604,c0584,passenger,2025-11-27 18:10:00,4,ctr,airport,medium,65.15,web,False
o00605,c0585,medical,2025-03-21 12:52:00,1,riverside,airport,low,47.71,web,True
o00606,c0050,medical,2025-10-17 16:19:00,1,central,west,high,37.75,web,False
o00607,c0576,parcel,2025-08-30 17:41:00,12,west,west,low,219.79,app,True
o00608,c0394,medical,2025-10-09 03:04:00,4,west,east,high,71.8,web,False
o00609,c0621,parcel,2024-09-15 07:15:00,12,east,east,low,71.86,app,False
o00610,c0635,passenger,2024-07-21 18:29:00,24,south,riverside,medium,169.63,api,False
o00611,c0374,retail,2025-07-29 07:56:00,2,west,west,low,132.01,app,False
o00612,c0169,retail,2025-05-19 18:58:00,4,west,east,critical,60.06,phone,False
o00613,c0650,retail,2025-12-02 22:03:00,4,airport,central,low,84.48,app,False
o00614,c0393,passenger,2025-02-05 21:50:00,2,west,riverside,medium,259.73,app,False
o00615,c0295,parcel,2025-02-08 20:43:00,1,west,west,high,44.37,app,False
o00616,c0114,retail,2024-12-16 12:25:00,6,east,ctr,medium,50.57,phone,False
o00617,c0352,medical,2024-03-30 07:41:00,1,central,riverside,medium,77.56,web,False
o00618,c0581,parcel,2025-11-19 10:42:00,12,central,south,medium,41.64,app,False
o00619,c0268,retail,2025-09-01 13:50:00,1,central,north,medium,86.7,app,False
o00620,c0467,retail,2024-11-08 00:19:00,2,south,west,low,27.57,app,False
o00621,c0026,parcel,2025-05-15 19:01:00,12,airport,airport,medium,103.8,app,False
o00622,c0439,passenger,2024-04-23 15:26:00,24,central,central,high,48.84,phone,False
o00623,c0361,business,2025-02-24 19:19:00,24,airport,south,high,193.96,web,False
o00624,c0117,passenger,2025-04-13 04:21:00,24,west,ctr,medium,25.82,web,False
o00625,c0376,business,2025-07-12 06:05:00,24,west,south,medium,77.48,phone,True
o00626,c0072,parcel,2024-12-28 12:54:00,4,north,north,medium,24.6,web,True
o00627,c0114,parcel,2025-04-22 19:02:00,6,central,central,medium,67.07,web,True
o00628,c0056,passenger,2024-10-26 10:05:00,12,riverside,north,medium,52.85,app,True
o00629,c0368,retail,2024-10-04 05:44:00,6,riverside,south,low,55.3,app,True
o00630,c0369,retail,2025-03-28 13:42:00,2,central,ctr,low,86.61,app,False
o00631,c0574,business,2025-07-05 07:07:00,2,south,riverside,low,47.21,app,False
o00632,c0611,passenger,2024-08-09 21:40:00,1,central,central,high,33.21,web,True
o00633,c0235,passenger,2024-02-12 12:52:00,2,airport,central,low,79.57,app,False
o00634,c0536,parcel,2024-07-07 12:17:00,4,east,south,medium,171.58,app,False
o00635,c0314,parcel,2024-12-06 04:23:00,2,central,north,low,73.66,app,False
o00636,c0208,medical,2024-06-20 07:22:00,4,west,north,medium,134.63,app,True
o00637,c0304,passenger,2025-09-16 12:19:00,2,north,south,critical,89.63,phone,False
o00638,c0257,passenger,2025-05-26 10:56:00,6,west,west,medium,54.63,app,False
o00639,c0480,medical,2025-06-02 19:12:00,2,central,north,medium,141.93,web,False
o00640,c0102,passenger,2024-06-15 12:33:00,12,airport,west,medium,72.31,api,True
o00641,c0403,parcel,2024-01-10 00:54:00,24,north,airport,high,119.0,phone,False
o00643,c0349,parcel,2025-04-10 18:51:00,1,airport,riverside,low,181.69,web,True
o00644,c0084,business,2025-11-03 08:47:00,6,east,airport,high,6.28,app,False
o00645,c0517,passenger,2024-12-26 21:06:00,6,south,central,medium,82.91,api,False
o00646,c0518,retail,2025-07-19 23:55:00,2,east,south,medium,63.73,app,True
o00647,c0592,passenger,2025-06-10 21:24:00,12,west,airport,high,109.87,app,False
o00648,c0032,passenger,2024-05-18 08:42:00,2,west,south,medium,52.97,app,False
o00649,c0361,parcel,2025-03-02 02:32:00,4,east,riverside,low,30.88,app,False
o00650,c0206,parcel,2025-09-30 10:28:00,6,riverside,airport,low,39.65,app,False
o00651,c0345,parcel,2024-09-29 09:23:00,6,south,south,high,7.14,app,False
o00652,c0331,retail,2024-11-08 21:45:00,4,south,west,medium,35.54,app,False
o00653,c0397,retail,2025-10-09 21:24:00,12,riverside,south,medium,36.56,app,False
o00654,c0617,parcel,2025-06-18 21:03:00,24,ctr,airport,high,47.22,app,False
o00655,c0590,passenger,2025-11-01 15:31:00,4,south,east,low,52.51,phone,False
o00656,c0211,parcel,2025-01-07 22:01:00,6,west,north,high,82.24,web,False
o00657,c0135,passenger,2024-02-28 21:07:00,6,south,central,low,155.89,app,False
o00658,c0533,retail,2025-07-24 12:28:00,12,north,north,medium,68.43,app,False
o00659,c0002,retail,2024-11-14 16:57:00,12,south,north,low,135.53,api,False
o00660,c0288,passenger,2024-06-04 23:38:00,4,central,airport,high,27.65,web,True
o00661,c0241,retail,2025-04-14 01:20:00,4,ctr,riverside,high,97.98,phone,False
o00662,c0117,parcel,2025-05-09 04:00:00,12,south,airport,high,30.01,web,False
o00663,c0380,retail,2024-10-04 04:12:00,2,east,east,low,75.21,app,True
o00664,c0584,passenger,2025-08-24 18:32:00,4,airport,west,medium,176.19,app,False
o00665,c0522,passenger,2024-02-17 12:11:00,4,west,central,low,176.48,app,True
o00666,c0001,parcel,2025-08-26 20:17:00,24,airport,central,low,185.32,app,False
o00667,c0392,passenger,2025-10-04 07:18:00,2,east,west,medium,68.27,web,True
o00668,c0649,parcel,2025-07-11 00:26:00,6,airport,north,medium,135.89,app,False
o00669,c0529,parcel,2025-07-15 13:41:00,12,north,east,critical,80.79,app,False
o00670,c0305,retail,2024-03-27 21:40:00,4,south,west,high,128.5,app,True
o00671,c0111,retail,2025-01-24 15:45:00,1,north,north,medium,118.56,phone,False
o00672,c0567,retail,2025-01-03 22:57:00,24,airport,riverside,high,20.28,web,False
