delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof
dl00274,o01198,d080,v080,h02,05:25:00,06:53:29,ontime,9.06,0,False,4.14,6.22,0
dl00275,o00697,d002,v012,h07,18:46:00,23:36:15,ontime,1.96,0,False,4.25,8.32,0
dl00276,o00531,d119,v014,h02,10:59:00,08:38:51,ontime,30.31,2,False,4.17,18.74,0
dl00277,o00942,d104,v117,h04,09:51:00,19:32:27,ontime,7.7,2,False,4.03,12.17,0
dl00278,o00203,d135,v070,h07,21:38:00,14:21:54,failed,3.93,2,False,3.49,3.82,0
dl00279,o00201,d032,v111,h01,17:15:00,20:41:51,ontime,11.65,2,False,4.15,8.01,0
dl00281,o00801,d123,v046,h02,16:47:00,19:57:12,ontime,24.03,1,False,4.79,22.2,0
dl00282,o01232,d045,v114,h03,22:52:00,02:56:30,ontime,14.86,1,False,3.5,16.26,0
dl00284,o00999,d089,v075,h03,12:34:00,08:34:00,ontime,2.53,0,False,3.73,4.03,0
dl00285,o00442,d001,v097,h07,14:54:00,17:41:05,ontime,9.22,0,False,4.95,8.62,0
dl00287,o00352,d138,v099,h01,17:01:00,21:25:24,ontime,36.08,2,False,4.24,24.5,0
dl00288,o00636,d004,v064,h03,10:05:00,21:12:47,delayed,14.61,0,False,1.0,15.39,0
dl00289,o00233,d027,v095,h01,20:17:00,18:09:00,ontime,13.45,3,False,4.34,9.29,0
dl00290,o00524,d035,v083,h03,16:54:00,19:14:45,ontime,30.93,0,False,5.0,19.1,0
dl00291,o00485,d100,v068,h04,02:51:00,04:40:02,ontime,17.86,1,False,3.97,19.28,0
dl00292,o00811,d149,v103,h01,08:13:00,11:59:25,ontime,15.21,1,False,4.41,18.9,0
dl00293,o00888,d098,v104,h07,07:40:00,10:45:19,ontime,16.53,1,False,3.97,12.62,0
dl00294,o00443,d093,v100,h08,02:48:00,11:47:02,ontime,12.21,0,False,4.39,15.82,0
dl00295,o01101,d131,v087,h07,09:50:00,14:16:20,ontime,20.39,2,False,5.0,18.38,0
dl00296,o01064,d062,v044,h03,19:59:00,10:18:27,delayed,16.44,2,False,4.7,11.33,0
dl00298,o01051,d111,v109,h05,07:00:00,23:06:57,delayed,11.95,0,False,3.03,8.36,0
dl00299,o01061,d121,v088,h07,22:39:00,23:45:53,ontime,15.83,3,False,4.49,12.5,0
dl00300,o00222,d039,v056,h05,13:54:00,13:33:56,ontime,10.01,1,False,3.41,14.32,0
dl00301,o01152,d165,v009,h04,00:37:00,23:37:06,ontime,9.27,0,False,5.0,9.21,0
dl00302,o01208,d117,v008,h06,21:38:00,09:44:14,ontime,14.89,0,False,3.6,10.25,0
dl00303,o00813,d143,v005,h06,00:12:00,05:00:10,ontime,10.29,1,False,5.0,18.54,0
dl00304,o00433,d036,v024,h08,16:23:00,06:42:08,failed,11.81,0,True,2.83,10.31,1
dl00305,o00584,d028,v045,h06,01:06:00,04:24:49,ontime,27.25,0,False,3.81,15.04,0
dl00306,o01168,d136,v099,h07,22:14:00,09:57:18,delayed,34.53,4,True,2.96,19.47,1
dl00307,o00699,d089,v021,h03,15:57:00,01:06:05,ontime,11.84,1,False,3.9,12.44,0
dl00308,o00495,d146,v046,h01,01:13:00,07:46:08,ontime,8.6,0,False,3.55,10.89,0
dl00309,o00783,d164,v089,h02,23:56:00,03:09:24,ontime,10.02,0,False,3.2,6.99,0
dl00310,o00285,d149,v077,h08,13:48:00,21:27:35,ontime,9.55,2,False,4.67,12.27,0
dl00311,o00797,d086,v077,h05,04:36:00,08:18:19,ontime,8.21,2,False,5.0,10.01,0
dl00312,o00204,d142,v043,h03,23:06:00,17:41:31,failed,31.38,0,False,4.79,14.35,0
dl00313,o00601,d136,v005,h08,04:56:00,11:22:17,ontime,17.43,2,False,3.9,12.77,0
dl00314,o00499,d078,v092,h08,07:00:00,09:11:43,ontime,5.63,2,False,4.16,6.47,0
dl00315,o01107,d082,v041,h04,08:28:00,02:41:51,delayed,37.41,2,False,4.22,17.73,0
dl00316,o00081,d108,v095,h08,15:01:00,07:30:05,failed,7.85,1,False,4.11,9.08,0
dl00317,o00711,d105,v106,h06,15:16:00,16:55:42,ontime,13.76,1,False,4.67,13.99,0
dl00318,o00281,d054,v041,h03,07:14:00,09:03:19,ontime,26.53,3,False,4.48,16.02,0
dl00319,o00937,d153,v103,h04,08:08:00,03:22:25,failed,1.2,0,False,2.72,10.96,0
dl00320,o01030,d059,v006,h08,10:29:00,14:24:55,ontime,5.12,1,False,5.0,10.77,0
dl00321,o00438,d119,v052,h03,18:51:00,22:33:53,ontime,8.71,3,False,4.26,14.34,0
dl00322,o01025,d023,v030,h04,16:53:00,08:03:31,delayed,11.02,1,False,5.0,13.23,0
dl00323,o00666,d011,v107,h04,20:36:00,21:37:46,ontime,24.58,3,False,4.21,18.25,0
dl00324,o00455,d042,v059,h07,04:59:00,10:11:51,failed,21.07,1,False,3.21,12.52,0
dl00325,o00582,d108,v001,h08,12:05:00,11:51:52,ontime,14.87,0,False,5.0,14.0,0
dl00326,o00500,d137,v103,h07,17:04:00,05:16:59,ontime,17.24,0,False,4.02,17.18,0
dl00327,o00418,d102,v023,h04,07:55:00,19:57:47,ontime,9.17,0,False,4.78,9.88,0
dl00328,o00060,d009,v072,h02,18:12:00,23:00:20,ontime,4.02,1,False,3.26,8.95,0
dl00329,o00805,d100,v047,h08,20:47:00,23:37:09,ontime,1.62,0,False,4.03,11.74,0
dl00330,o00246,d049,v026,h04,03:40:00,21:45:40,failed,15.83,1,False,2.59,16.95,0
dl00331,o01059,d005,v036,h07,22:50:00,01:57:10,ontime,12.94,2,False,3.72,15.48,0
dl00332,o00949,d121,v088,h06,19:23:00,22:34:29,delayed,5.96,1,False,3.42,9.99,0
dl00333,o00930,d119,v063,h06,08:58:00,16:13:50,delayed,21.85,0,False,1.76,16.51,0
dl00334,o00925,d018,v093,h03,22:49:00,17:18:41,failed,17.65,0,True,3.01,12.27,1
dl00335,o00347,d082,v069,h05,08:39:00,19:54:32,ontime,12.56,0,False,4.4,15.64,0
dl00337,o00659,d116,v100,h06,19:53:00,05:59:09,ontime,23.37,1,False,4.48,14.95,0
dl00338,o00331,d085,v053,h05,09:42:00,14:36:51,ontime,12.27,2,False,4.32,14.93,0
dl00339,o00593,d073,v111,h04,11:57:00,16:52:49,delayed,4.33,0,False,1.57,12.76,0
dl00340,o00435,d086,v024,h05,13:43:00,14:58:25,ontime,22.6,0,False,3.8,20.75,0
dl00341,o01203,d050,v037,h07,21:57:00,21:39:10,ontime,2.78,0,False,3.72,12.39,0
dl00342,o00123,d028,v090,h08,07:47:00,04:17:08,failed,6.8,0,False,2.47,8.94,0
dl00343,o00505,d015,v012,h04,21:38:00,10:54:47,ontime,34.31,1,False,2.98,15.09,0
dl00344,o00238,d164,v081,h02,12:22:00,15:44:24,ontime,11.63,0,False,5.0,11.55,0
dl00346,o00614,d097,v060,h03,00:08:00,23:06:08,ontime,15.26,1,False,3.93,14.52,0
dl00347,o00343,d026,v030,h03,02:01:00,11:31:00,delayed,15.62,0,True,3.94,18.0,1
dl00348,o00754,d098,v062,h01,23:24:00,16:07:55,delayed,2.21,4,False,2.89,13.34,0
dl00349,o00231,d016,v042,h07,02:23:00,09:57:31,delayed,15.82,0,False,2.75,11.11,0
dl00350,o01209,d019,v017,h06,03:56:00,09:51:38,failed,13.23,1,False,3.05,11.77,0
dl00351,o00069,d142,v050,h07,21:58:00,09:27:10,ontime,33.129999999999995,0,False,4.53,22.56,0
dl00352,o00989,d133,v112,h05,14:47:00,06:10:35,failed,9.57,0,False,2.25,15.47,0
dl00353,o00159,d018,v014,h03,23:08:00,09:25:14,ontime,4.49,0,False,3.9,6.4,0
dl00354,o00776,d014,v034,h04,01:09:00,05:31:01,ontime,10.43,0,False,4.54,9.64,0
dl00355,o00561,d162,v106,h07,10:12:00,18:34:59,delayed,7.43,1,False,3.96,12.85,0
dl00356,o01181,d031,v118,h04,01:34:00,05:12:32,ontime,13.12,0,False,4.84,6.12,0
dl00357,o00235,d134,v030,h08,12:39:00,01:10:03,delayed,14.75,1,False,3.27,7.91,0
dl00358,o00497,d022,v005,h02,01:45:00,02:04:47,delayed,19.28,1,False,3.57,14.5,0
dl00359,o00654,d068,v057,h01,22:44:00,08:19:56,delayed,18.71,1,True,2.94,15.84,1
dl00360,o00595,d100,v062,h02,07:09:00,01:44:19,delayed,12.5,1,False,2.59,21.14,0
dl00361,o00377,d007,v051,h07,23:59:00,12:06:00,ontime,25.24,0,False,4.4,13.28,0
dl00362,o00460,d156,v012,h04,18:44:00,19:57:19,ontime,6.09,0,False,3.51,8.56,0
dl00363,o00710,d069,v090,h07,14:58:00,20:44:29,ontime,19.08,1,False,5.0,17.76,0
dl00364,o00277,d056,v014,h04,01:45:00,08:12:31,ontime,23.79,1,False,3.98,11.43,0
dl00365,o00861,d064,v012,h01,09:13:00,09:38:01,ontime,10.33,0,False,4.19,9.22,0
dl00366,o00910,d146,v095,h06,04:05:00,11:38:55,ontime,17.03,0,False,3.63,18.63,0
dl00367,o00575,d128,v106,h02,07:04:00,20:10:40,delayed,3.02,0,False,2.94,16.73,0
dl00368,o00474,d147,v067,h01,20:07:00,19:20:56,ontime,35.4,2,False,3.94,18.88,0
dl00369,o00366,d011,v044,h05,22:37:00,06:15:16,delayed,13.48,0,False,1.44,12.48,0
dl00370,o00902,d131,v021,h05,21:11:00,05:17:24,delayed,1.87,3,False,1.24,10.71,0
dl00371,o01079,d158,v069,h03,08:45:00,08:18:08,ontime,17.43,0,False,3.57,10.98,0
dl00372,o00300,d087,v090,h02,01:57:00,04:31:19,ontime,6.81,0,False,4.87,8.41,0
dl00374,o00841,d090,v061,h01,21:47:00,05:08:21,ontime,23.47,5,False,3.73,14.32,0
dl00375,o00466,d102,v021,h05,05:49:00,11:01:08,ontime,22.12,1,False,4.22,17.86,0
dl00376,o01104,d090,v114,h04,17:50:00,04:54:45,ontime,6.72,0,False,4.51,5.92,0
dl00377,o00510,d075,v113,h07,00:12:00,15:31:47,failed,5.45,4,False,2.23,10.45,0
dl00378,o00070,d111,v037,h02,23:09:00,15:42:14,failed,7.92,0,False,2.14,7.93,0
dl00380,o00120,d130,v106,h01,04:55:00,10:04:33,ontime,39.900000000000006,2,False,3.71,19.33,0
dl00381,o00488,d015,v005,h05,19:57:00,01:45:13,ontime,11.24,0,False,5.0,10.97,0
dl00382,o00141,d163,v021,h02,21:45:00,20:24:16,ontime,7.31,0,False,4.39,11.68,0
dl00383,o00846,d057,v017,h08,23:24:00,06:19:36,delayed,9.53,1,True,2.92,9.76,1
dl00384,o00618,d017,v054,h05,13:06:00,14:27:52,failed,14.52,4,False,2.82,10.94,0
dl00385,o00617,d123,v086,h08,09:37:00,08:15:11,ontime,17.51,1,False,4.44,14.04,0
dl00386,o00135,d144,v002,h05,03:12:00,22:39:24,failed,1.21,1,False,3.35,13.97,0
dl00387,o00274,d016,v017,h01,21:33:00,15:40:35,failed,11.96,0,False,2.85,11.86,0
dl00388,o00886,d088,v086,h05,11:37:00,14:15:40,ontime,10.71,1,False,4.64,9.36,0
dl00389,o00649,d054,v065,h01,03:12:00,07:50:19,ontime,12.41,1,False,4.57,12.55,0
dl00390,o01242,d013,v052,h02,23:34:00,22:52:36,ontime,12.86,0,False,4.75,11.06,0
dl00391,o00242,d119,v060,h06,05:50:00,08:19:49,ontime,20.65,0,False,3.63,15.9,0
dl00392,o00832,d063,v021,h04,15:50:00,05:31:03,delayed,4.77,1,True,1.15,12.67,1
dl00393,o01128,d108,v060,h04,19:57:00,03:36:11,failed,13.97,1,False,3.11,5.79,0
dl00394,o00718,d145,v079,h02,04:58:00,07:05:30,ontime,15.43,0,False,4.14,8.78,0
dl00395,o00219,d012,v072,h06,02:33:00,04:15:54,ontime,10.75,0,False,4.29,6.99,0
dl00396,o01093,d105,v063,h06,00:23:00,09:36:43,ontime,14.79,2,False,4.55,21.09,0
dl00397,o01199,d125,v049,h04,16:57:00,19:12:57,delayed,10.5,2,False,4.61,9.36,0
dl00398,o00671,d106,v099,h05,17:36:00,23:28:38,delayed,1.2,1,False,3.08,9.73,0
dl00399,o00966,d129,v107,h08,00:14:00,16:46:22,delayed,5.64,1,False,2.38,12.78,0
dl00400,o00867,d165,v037,h06,22:23:00,20:40:14,failed,25.59,2,False,2.48,16.84,0
dl00401,o00870,d067,v009,h08,15:49:00,00:42:45,ontime,10.23,0,False,4.47,6.79,0
dl00402,o00539,d037,v005,h03,02:08:00,04:09:15,ontime,10.83,0,False,5.0,9.69,0
dl00403,o00044,d131,v092,h07,10:07:00,12:43:42,ontime,11.6,1,False,4.58,13.74,0
dl00404,o00502,d049,v025,h02,03:48:00,04:25:17,ontime,7.84,0,False,3.14,11.38,0
dl00406,o00720,d126,v006,h01,21:02:00,20:33:10,ontime,29.85,1,False,5.0,15.78,0
dl00407,o00598,d010,v068,h06,01:00:00,22:58:05,ontime,6.92,0,False,4.04,10.86,0
dl00408,o01019,d071,v057,h08,01:49:00,04:58:04,ontime,8.49,0,False,3.3,8.4,0
dl00409,o00348,d047,v094,h04,00:31:00,22:30:00,ontime,8.1,0,False,2.89,10.1,0
dl00410,o00249,d042,v004,h05,21:14:00,03:32:06,delayed,5.13,3,False,4.44,9.64,0
dl00411,o00108,d122,v065,h01,15:03:00,22:46:22,ontime,11.22,0,False,4.68,5.75,0
dl00412,o00156,d025,v114,h02,08:07:00,13:40:54,ontime,8.68,0,False,4.63,8.76,0
dl00413,o01077,d046,v035,h01,00:32:00,11:34:46,failed,6.34,1,False,4.22,10.75,0
dl00414,o00704,d002,v083,h02,18:01:00,20:55:25,ontime,8.47,1,False,5.0,14.75,0
dl00415,o01145,d116,v031,h03,02:27:00,02:36:12,ontime,13.31,0,False,4.23,10.05,0
dl00416,o00293,d067,v059,h04,18:24:00,00:16:42,ontime,4.61,1,False,4.01,10.53,0
dl00417,o00615,d054,v085,h04,21:37:00,23:17:10,ontime,13.05,0,False,4.08,18.58,0
dl00418,o00075,d167,v019,h06,06:29:00,08:58:56,ontime,4.73,1,False,5.0,10.5,0
dl00419,o00782,d043,v109,h06,03:24:00,05:51:51,ontime,12.37,0,False,5.0,12.37,0
dl00420,o00412,d093,v078,h05,14:08:00,18:14:08,ontime,10.0,0,False,4.12,9.3,0
dl00421,o00286,d026,v039,h02,22:02:00,03:09:23,ontime,17.73,1,False,4.49,8.92,0
dl00422,o01178,d135,v066,h01,23:04:00,23:29:03,ontime,14.18,0,False,4.88,10.37,0
dl00423,o01245,d113,v110,h05,16:04:00,14:27:00,ontime,22.08,1,False,4.11,10.84,0
dl00424,o00503,d061,v007,h08,00:53:00,03:41:51,ontime,8.14,1,False,5.0,14.49,0
dl00425,o00564,d070,v090,h04,00:37:00,11:49:53,ontime,13.09,1,False,4.82,4.86,0
dl00426,o00814,d150,v053,h05,04:54:00,14:37:28,ontime,12.88,1,False,4.57,19.14,0
dl00427,o00414,d165,v058,h07,22:47:00,01:32:54,ontime,9.53,0,False,3.92,9.98,0
dl00428,o00496,d109,v073,h07,16:14:00,19:20:06,ontime,10.72,0,False,4.32,7.53,0
dl00429,o00738,d030,v021,h07,07:27:00,18:58:36,delayed,41.94,3,True,2.92,21.55,1
dl00430,o00779,d025,v065,h01,14:03:00,11:55:38,ontime,12.92,0,False,5.0,11.78,0
dl00431,o00737,d164,v082,h01,04:04:00,04:29:01,ontime,10.56,1,False,4.7,16.33,0
dl00432,o00658,d119,v011,h05,13:29:00,06:07:11,failed,14.42,0,False,4.06,19.62,0
dl00433,o00148,d133,v056,h01,23:41:00,23:45:53,ontime,14.34,2,False,2.92,12.9,0
dl00434,o00395,d031,v063,h04,10:53:00,18:08:55,delayed,16.69,0,True,3.34,16.51,1
dl00435,o00198,d129,v087,h08,18:46:00,22:25:00,ontime,10.63,0,False,5.0,4.82,0
dl00436,o01063,d034,v076,h04,22:20:00,11:09:31,ontime,9.89,0,False,4.0,12.8,0
dl00437,o01223,d167,v120,h05,00:36:00,12:06:30,ontime,13.43,0,False,4.8,11.05,0
dl00438,o00992,d083,v078,h04,16:52:00,09:52:27,failed,27.82,1,False,3.12,15.69,0
dl00439,o00983,d117,v026,h07,00:58:00,12:12:47,delayed,13.81,1,True,3.68,19.27,1
dl00440,o00758,d028,v046,h03,13:10:00,22:13:07,delayed,10.74,4,False,3.54,9.77,0
dl00441,o00014,d141,v068,h01,12:01:00,15:01:44,ontime,8.82,0,False,4.7,7.36,0
dl00442,o01090,d150,v099,h02,20:27:00,18:27:20,ontime,8.63,1,False,4.98,6.69,0
dl00443,o01170,d070,v097,h06,08:44:00,16:11:11,ontime,3.65,0,False,3.34,12.85,0
dl00444,o01221,d017,v109,h05,09:44:00,02:35:05,failed,11.43,0,False,3.0,9.78,0
dl00445,o00055,d074,v008,h03,02:19:00,06:24:33,delayed,37.02,0,False,3.55,21.88,0
dl00446,o00903,d002,v069,h07,01:25:00,07:22:35,delayed,8.25,1,False,2.26,10.76,0
dl00447,o00812,d070,v043,h01,19:06:00,16:08:07,ontime,9.36,1,False,4.55,9.47,0
dl00448,o01033,d101,v108,h03,13:56:00,13:47:00,ontime,11.14,0,False,4.65,14.25,0
dl00449,o00454,d047,v025,h07,03:39:00,16:29:42,ontime,14.65,0,False,4.58,12.62,0
dl00450,o01161,d049,v108,h06,04:32:00,01:37:48,failed,10.61,1,False,3.99,12.55,0
dl00451,o01188,d145,v114,h01,12:25:00,12:45:53,ontime,11.19,0,False,3.58,14.22,0
dl00452,o00468,d125,v051,h01,12:52:00,14:01:48,ontime,8.52,1,False,3.65,12.49,0
dl00454,o00408,d102,v088,h04,14:20:00,12:01:49,ontime,8.57,0,False,3.94,18.59,0
dl00455,o00914,d094,v098,h01,08:41:00,12:45:47,ontime,10.3,1,False,4.14,7.0,0
dl00456,o00157,d037,v035,h02,20:38:00,22:39:02,ontime,26.36,0,False,4.83,10.84,0
dl00457,o00092,d110,v099,h06,17:52:00,20:46:39,ontime,14.85,2,False,4.55,10.8,0
dl00458,o00172,d109,v119,h05,19:21:00,10:08:30,delayed,6.39,0,False,3.34,10.15,0
dl00459,o00831,d005,v084,h01,09:04:00,19:44:33,failed,9.02,2,False,2.73,7.17,0
dl00460,o00522,d026,v103,h05,11:26:00,12:31:24,ontime,14.04,1,False,3.86,13.03,0
dl00461,o00862,d089,v006,h08,15:08:00,16:46:22,ontime,18.99,0,False,4.06,16.11,0
dl00462,o00099,d131,v058,h04,22:47:00,08:13:05,ontime,16.049999999999997,4,False,4.99,15.19,0
dl00463,o00271,d102,v023,h07,00:16:00,03:09:39,ontime,8.97,0,False,3.56,12.95,0
dl00464,o01124,d017,v016,h04,17:53:00,19:40:27,ontime,16.51,0,False,3.76,9.45,0
dl00465,o00820,d080,v074,h08,18:26:00,22:52:34,ontime,11.27,0,False,4.84,13.89,0
dl00466,o00183,d098,v007,h01,14:06:00,13:58:40,ontime,3.81,0,False,5.0,10.68,0
dl00467,o00511,d078,v067,h05,11:55:00,08:33:53,ontime,14.94,1,False,3.76,7.49,0
dl00468,o00519,d150,v022,h03,06:37:00,05:10:00,ontime,19.78,0,False,3.78,19.89,0
dl00469,o00458,d027,v042,h03,03:03:00,05:15:10,delayed,12.11,0,False,3.8,16.42,0
dl00470,o00562,d004,v120,h08,10:43:00,14:49:27,ontime,3.36,2,False,3.97,13.27,0
dl00471,o01049,d088,v068,h01,08:34:00,18:06:53,ontime,17.09,1,False,4.21,16.47,0
dl00472,o00042,d113,v046,h01,19:10:00,08:16:03,delayed,10.28,0,False,3.59,5.13,0
dl00473,o00180,d105,v071,h07,08:17:00,05:50:08,ontime,14.15,7,False,4.01,6.22,0
dl00474,o00067,d004,v017,h04,03:48:00,07:16:13,ontime,2.66,0,False,4.36,9.21,0
dl00475,o01121,d074,v027,h07,08:50:00,17:50:35,ontime,3.63,2,False,4.29,9.74,0
dl00476,o00849,d094,v035,h07,00:48:00,14:59:17,delayed,15.93,1,False,4.07,10.87,0
dl00478,o00947,d133,v109,h05,17:32:00,03:51:28,delayed,9.6,2,False,1.46,11.77,0
dl00479,o00533,d091,v047,h01,02:54:00,19:36:46,delayed,3.46,0,False,1.0,14.35,0
dl00480,o00978,d119,v044,h07,07:01:00,01:49:05,ontime,24.44,0,False,4.53,8.9,0
dl00481,o01095,d077,v086,h04,17:15:00,20:29:07,ontime,16.16,1,False,3.89,22.66,0
dl00482,o00777,d141,v118,h02,00:12:00,22:22:41,failed,11.35,1,True,2.32,18.23,1
dl00483,o00036,d135,v017,h06,05:51:00,11:52:01,delayed,8.41,0,True,4.57,9.29,1
dl00484,o00437,d144,v079,h02,07:59:00,13:47:34,ontime,21.25,2,False,3.95,12.17,0
dl00485,o00449,d121,v061,h03,03:10:00,01:22:24,ontime,16.11,1,False,1.99,12.64,0
dl00486,o00306,d052,v114,h01,17:09:00,05:57:57,failed,14.52,0,True,4.61,14.81,1
dl00487,o01111,d054,v027,h03,00:10:00,04:17:33,ontime,12.36,0,False,4.26,12.09,0
dl00489,o00911,d130,v112,h02,23:09:00,00:26:05,ontime,12.53,1,False,3.28,16.53,0
dl00490,o00701,d039,v035,h04,21:19:00,19:49:17,failed,1.65,1,False,4.24,10.31,0
dl00491,o00181,d124,v113,h08,02:36:00,03:51:28,ontime,33.46,3,False,4.46,16.73,0
dl00492,o00035,d100,v108,h06,15:50:00,05:51:47,failed,9.55,0,False,1.99,9.2,0
dl00493,o00803,d017,v070,h03,20:37:00,23:43:05,ontime,4.68,0,False,4.83,11.06,0
dl00494,o00322,d072,v058,h08,22:48:00,01:38:13,ontime,14.05,2,False,4.29,11.2,0
dl00495,o01189,d129,v006,h05,01:38:00,04:12:11,ontime,33.39,2,False,4.94,19.23,0
dl00496,o00622,d142,v102,h02,18:22:00,16:12:08,ontime,7.97,2,False,4.18,11.59,0
dl00497,o00192,d083,v116,h08,14:17:00,03:34:36,failed,12.14,1,False,3.23,11.88,0
dl00498,o01205,d091,v018,h08,02:21:00,05:11:42,ontime,8.6,0,False,3.75,2.93,0
dl00499,o01144,d053,v038,h01,22:48:00,17:25:46,delayed,10.41,0,False,3.5,10.6,0
dl00500,o00556,d017,v063,h02,03:37:00,05:39:15,ontime,6.73,1,False,3.72,11.11,0
dl00501,o01211,d114,v087,h06,07:51:00,07:44:27,ontime,9.66,0,False,4.47,15.25,0
dl00502,o01190,d114,v026,h03,18:47:00,23:48:20,ontime,9.61,3,False,3.78,6.03,0
dl00503,o00760,d154,v014,h07,23:28:00,20:48:21,ontime,12.95,0,False,3.97,10.7,0
dl00504,o00679,d023,v098,h08,04:30:00,02:36:46,ontime,6.55,1,False,5.0,12.11,0
dl00505,o00833,d170,v017,h08,04:31:00,20:10:37,failed,12.0,3,True,2.71,12.22,1
dl00506,o00094,d077,v079,h05,03:56:00,16:59:08,delayed,17.369999999999997,2,False,3.11,9.14,0
dl00508,o00161,d015,v025,h03,19:52:00,07:24:22,ontime,12.14,0,False,4.66,14.06,0
dl00509,o00719,d116,v086,h01,19:33:00,05:38:11,delayed,16.37,0,False,1.0,11.37,0
dl00510,o00359,d057,v004,h01,23:15:00,20:50:19,ontime,12.07,0,False,4.04,18.19,0
dl00511,o01237,d123,v083,h05,09:00:00,04:46:44,delayed,9.94,0,False,1.37,10.76,0
dl00512,o00224,d040,v029,h07,23:18:00,08:58:29,delayed,8.4,3,True,3.51,11.49,1
dl00513,o00420,d168,v043,h02,09:44:00,21:24:13,delayed,12.02,0,False,3.75,18.86,0
dl00514,o01250,d165,v052,h03,09:25:00,15:00:52,delayed,10.32,3,False,2.35,7.89,0
dl00515,o00619,d130,v005,h04,14:52:00,00:12:38,failed,17.55,3,True,3.24,21.0,1
dl00516,o00337,d141,v117,h01,06:45:00,16:55:42,delayed,21.23,2,False,1.57,10.77,0
dl00517,o00509,d104,v088,h08,19:01:00,19:33:26,ontime,14.73,4,False,4.99,16.75,0
dl00518,o00984,d041,v024,h06,00:21:00,04:48:27,ontime,15.41,0,False,4.92,19.09,0
dl00520,o00429,d055,v040,h01,11:12:00,21:37:26,delayed,3.14,1,False,3.03,11.42,0
dl00522,o00296,d129,v013,h04,19:26:00,00:39:30,ontime,10.01,0,False,4.54,8.94,0
dl00523,o00714,d026,v076,h01,19:04:00,15:57:10,ontime,2.39,1,False,4.12,8.78,0
dl00524,o00683,d130,v005,h07,08:21:00,15:11:37,ontime,16.66,2,False,4.83,17.68,0
dl00525,o00351,d038,v006,h01,05:04:00,05:42:26,ontime,28.2,2,False,4.04,19.16,0
dl00526,o01045,d068,v027,h06,13:19:00,01:57:35,delayed,12.18,0,False,4.34,10.18,0
dl00527,o00913,d108,v043,h07,06:44:00,11:51:23,ontime,20.7,1,False,4.58,16.49,0
dl00528,o00826,d033,v008,h03,07:05:00,12:23:18,ontime,24.17,2,False,4.66,20.91,0
dl00529,o00822,d088,v114,h06,09:19:00,21:28:05,failed,1.2,0,False,2.64,7.53,0
dl00530,o00756,d095,v042,h01,18:06:00,09:39:56,failed,30.51,2,False,2.54,19.5,0
dl00531,o00140,d163,v116,h04,02:25:00,03:18:14,ontime,13.95,0,False,3.95,16.65,0
dl00532,o00315,d009,v104,h02,03:30:00,08:59:02,ontime,16.49,1,False,4.55,10.37,0
dl00533,o00543,d135,v002,h08,06:49:00,18:51:59,failed,34.15,2,False,2.69,21.32,0
dl00534,o00816,d166,v069,h08,20:53:00,10:48:17,ontime,9.47,0,False,3.81,6.56,0
dl00535,o01058,d033,v094,h07,00:57:00,02:20:23,ontime,23.45,3,False,3.15,18.56,0
dl00536,o01184,d055,v030,h01,15:02:00,19:26:40,failed,7.04,2,False,1.07,14.06,0
dl00537,o00083,d153,v033,h07,00:53:00,01:25:13,ontime,30.51,1,False,3.67,9.75,0
dl00538,o00682,d141,v015,h07,12:07:00,20:38:02,delayed,8.55,0,True,2.66,3.46,1
dl00539,o01160,d067,v111,h03,01:19:00,03:22:01,ontime,13.52,0,False,4.95,10.35,0
dl00540,o00068,d008,v072,h04,12:06:00,15:29:29,delayed,16.2,2,False,3.21,16.04,0
dl00541,o01142,d022,v013,h04,11:29:00,09:47:08,ontime,6.68,1,False,3.89,8.98,0
dl00542,o00415,d125,v114,h02,18:22:00,21:23:54,ontime,7.18,0,False,4.19,5.99,0
dl00543,o00218,d102,v098,h03,02:24:00,02:34:49,ontime,12.01,0,False,5.0,5.87,0
dl00544,o00345,d154,v082,h08,22:41:00,13:48:30,delayed,13.93,2,False,3.17,8.53,0
dl00545,o01067,d113,v072,h04,04:56:00,00:22:38,delayed,12.43,0,False,5.0,13.31,0
dl00546,o00324,d095,v052,h04,07:36:00,06:15:57,ontime,8.95,2,False,4.11,10.57,0
dl00547,o00778,d014,v090,h05,19:49:00,21:46:03,ontime,11.03,0,False,4.93,14.38,0
dl00548,o00537,d132,v039,h05,11:02:00,18:55:41,failed,10.4,1,False,3.34,11.4,0
dl00549,o00476,d001,v094,h06,06:45:00,04:45:22,ontime,10.11,0,False,4.67,14.59,0
dl00550,o00572,d110,v065,h01,21:04:00,00:38:52,ontime,14.34,2,False,4.69,12.06,0
dl00551,o00448,d108,v114,h04,16:05:00,19:11:25,ontime,18.74,3,False,4.79,21.38,0
dl00552,o00298,d115,v010,h01,07:28:00,09:41:48,ontime,1.9,1,False,4.8,13.26,0
dl00553,o00491,d090,v066,h02,16:22:00,15:00:56,ontime,13.19,2,False,4.66,10.34,0
dl00554,o00709,d117,v086,h04,04:47:00,15:45:16,ontime,11.59,1,False,4.69,14.76,0
dl00555,o00839,d129,v013,h01,20:31:00,23:49:48,ontime,6.51,2,False,3.97,11.19,0
